,dong,quarter,pop_floating
3330,광진구 중곡4동,20231,1133867
3331,광진구 중곡4동,20231,1397798
3332,광진구 중곡4동,20232,1338838
3333,광진구 중곡4동,20232,1365279
3334,광진구 중곡4동,20232,1330234
3335,광진구 중곡4동,20232,1236118
3336,광진구 중곡4동,20233,1212590
3337,광진구 중곡4동,20233,1267757
3338,광진구 중곡4동,20233,1351509
3339,광진구 중곡4동,20233,1224365
3340,광진구 중곡4동,20234,1190065
3341,광진구 중곡4동,20241,1152506
3342,광진구 중곡4동,20241,1108162
3343,광진구 중곡4동,20241,1345067
3344,광진구 중곡4동,20242,1359911
3345,광진구 중곡4동,20242,1365492
3346,광진구 중곡4동,20242,1309919
3347,광진구 중곡4동,20242,1268839
3348,광진구 화양동,20221,2066742
3349,광진구 화양동,20221,1806932
3350,광진구 화양동,20221,2348681
3351,광진구 화양동,20222,2730956
3352,광진구 화양동,20222,3714731
3353,광진구 화양동,20222,2804892
3354,광진구 화양동,20222,2669545
3355,광진구 화양동,20223,2649635
3356,광진구 화양동,20223,2964033
3357,광진구 화양동,20223,3107900
3358,광진구 화양동,20223,3047863
3359,광진구 화양동,20224,2910107
3360,광진구 화양동,20231,2510177
3361,광진구 화양동,20231,2562980
3362,광진구 화양동,20231,3545999
3363,광진구 화양동,20232,3335555
3364,광진구 화양동,20232,3546096
3365,광진구 화양동,20232,3261630
3366,광진구 화양동,20232,2863763
3367,광진구 화양동,20233,2804082
3368,광진구 화양동,20233,3122793
3369,광진구 화양동,20233,3212078
3370,광진구 화양동,20233,3144754
3371,광진구 화양동,20234,3010358
3372,광진구 화양동,20241,2600531
3373,광진구 화양동,20241,2332854
3374,광진구 화양동,20241,3328022
3375,광진구 화양동,20242,3284821
3376,광진구 화양동,20242,3417064
3377,광진구 화양동,20242,3083018
3378,광진구 화양동,20242,2675994
3379,구로구 가리봉동,20221,298124
3380,구로구 가리봉동,20221,256339
3381,구로구 가리봉동,20221,251248
3382,구로구 가리봉동,20222,277983
3383,구로구 가리봉동,20222,358583
3384,구로구 가리봉동,20222,287407
3385,구로구 가리봉동,20222,305306
3386,구로구 가리봉동,20223,308599
3387,구로구 가리봉동,20223,324579
3388,구로구 가리봉동,20223,323173
3389,구로구 가리봉동,20223,324787
3390,구로구 가리봉동,20224,304264
3391,구로구 가리봉동,20231,289355
3392,구로구 가리봉동,20231,279435
3393,구로구 가리봉동,20231,388460
3394,구로구 가리봉동,20232,382205
3395,구로구 가리봉동,20232,398318
3396,구로구 가리봉동,20232,389019
3397,구로구 가리봉동,20232,388299
3398,구로구 가리봉동,20233,374209
3399,구로구 가리봉동,20233,372521
3400,구로구 가리봉동,20233,380957
3401,구로구 가리봉동,20233,368913
3402,구로구 가리봉동,20234,349408
3403,구로구 가리봉동,20241,340350
3404,구로구 가리봉동,20241,312964
3405,구로구 가리봉동,20241,359966
3406,구로구 가리봉동,20242,348597
3407,구로구 가리봉동,20242,358603
3408,구로구 가리봉동,20242,350341
3409,구로구 가리봉동,20242,350588
3410,구로구 개봉1동,20221,1100009
3411,구로구 개봉1동,20221,954732
3412,구로구 개봉1동,20221,1084770
3413,구로구 개봉1동,20222,1229789
3414,구로구 개봉1동,20222,1591489
3415,구로구 개봉1동,20222,1226074
3416,구로구 개봉1동,20222,1243635
3417,구로구 개봉1동,20223,1203708
3418,구로구 개봉1동,20223,1264219
3419,구로구 개봉1동,20223,1333580
3420,구로구 개봉1동,20223,1342681
3421,구로구 개봉1동,20224,1291342
3422,구로구 개봉1동,20231,1236396
3423,구로구 개봉1동,20231,1192373
3424,구로구 개봉1동,20231,1377905
3425,구로구 개봉1동,20232,1342329
3426,구로구 개봉1동,20232,1378329
3427,구로구 개봉1동,20232,1350222
3428,구로구 개봉1동,20232,1337137
3429,구로구 개봉1동,20233,1311698
3430,구로구 개봉1동,20233,1321861
3431,구로구 개봉1동,20233,1365714
3432,구로구 개봉1동,20233,1333792
3433,구로구 개봉1동,20234,1327922
3434,구로구 개봉1동,20241,1278064
3435,구로구 개봉1동,20241,1252821
3436,구로구 개봉1동,20241,1444295
3437,구로구 개봉1동,20242,1467708
3438,구로구 개봉1동,20242,1517629
3439,구로구 개봉1동,20242,1433899
3440,구로구 개봉1동,20242,1435360
3441,구로구 개봉2동,20221,684926
3442,구로구 개봉2동,20221,591522
3443,구로구 개봉2동,20221,668427
3444,구로구 개봉2동,20222,757429
3445,구로구 개봉2동,20222,985400
3446,구로구 개봉2동,20222,778540
3447,구로구 개봉2동,20222,791119
3448,구로구 개봉2동,20223,781199
3449,구로구 개봉2동,20223,820837
3450,구로구 개봉2동,20223,847324
3451,구로구 개봉2동,20223,847721
3452,구로구 개봉2동,20224,802436
3453,구로구 개봉2동,20231,779256
3454,구로구 개봉2동,20231,799184
3455,구로구 개봉2동,20231,952079
3456,구로구 개봉2동,20232,924931
3457,구로구 개봉2동,20232,944660
3458,구로구 개봉2동,20232,883081
3459,구로구 개봉2동,20232,877856
3460,구로구 개봉2동,20233,856382
3461,구로구 개봉2동,20233,880993
3462,구로구 개봉2동,20233,906275
3463,구로구 개봉2동,20233,850494
3464,구로구 개봉2동,20234,871187
3465,구로구 개봉2동,20241,857726
3466,구로구 개봉2동,20241,826708
3467,구로구 개봉2동,20241,972522
3468,구로구 개봉2동,20242,974373
3469,구로구 개봉2동,20242,997143
3470,구로구 개봉2동,20242,965536
3471,구로구 개봉2동,20242,960338
3472,구로구 개봉3동,20221,690566
3473,구로구 개봉3동,20221,605391
3474,구로구 개봉3동,20221,690605
3475,구로구 개봉3동,20222,787093
3476,구로구 개봉3동,20222,1029183
3477,구로구 개봉3동,20222,832750
3478,구로구 개봉3동,20222,840419
3479,구로구 개봉3동,20223,754881
3480,구로구 개봉3동,20223,786227
3481,구로구 개봉3동,20223,806982
3482,구로구 개봉3동,20223,803253
3483,구로구 개봉3동,20224,793684
3484,구로구 개봉3동,20231,769042
3485,구로구 개봉3동,20231,750556
3486,구로구 개봉3동,20231,910546
3487,구로구 개봉3동,20232,905693
3488,구로구 개봉3동,20232,937362
3489,구로구 개봉3동,20232,915798
3490,구로구 개봉3동,20232,902330
3491,구로구 개봉3동,20233,894192
3492,구로구 개봉3동,20233,913066
3493,구로구 개봉3동,20233,937977
3494,구로구 개봉3동,20233,900202
3495,구로구 개봉3동,20234,910854
3496,구로구 개봉3동,20241,889095
3497,구로구 개봉3동,20241,854525
3498,구로구 개봉3동,20241,971490
3499,구로구 개봉3동,20242,967833
3500,구로구 개봉3동,20242,986935
3501,구로구 개봉3동,20242,1001497
3502,구로구 개봉3동,20242,1134371
3503,구로구 고척1동,20221,899518
3504,구로구 고척1동,20221,784939
3505,구로구 고척1동,20221,933634
3506,구로구 고척1동,20222,1122424
3507,구로구 고척1동,20222,1470574
3508,구로구 고척1동,20222,1217948
3509,구로구 고척1동,20222,1160658
3510,구로구 고척1동,20223,1175103
3511,구로구 고척1동,20223,1271148
3512,구로구 고척1동,20223,1292390
3513,구로구 고척1동,20223,1362478
3514,구로구 고척1동,20224,1394256
3515,구로구 고척1동,20231,1236374
3516,구로구 고척1동,20231,1208880
3517,구로구 고척1동,20231,1566316
3518,구로구 고척1동,20232,1559639
3519,구로구 고척1동,20232,1685389
3520,구로구 고척1동,20232,1682909
3521,구로구 고척1동,20232,1636898
3522,구로구 고척1동,20233,1548566
3523,구로구 고척1동,20233,1642254
3524,구로구 고척1동,20233,1622535
3525,구로구 고척1동,20233,1460004
3526,구로구 고척1동,20234,1422822
3527,구로구 고척1동,20241,1314738
3528,구로구 고척1동,20241,1251172
3529,구로구 고척1동,20241,1677461
3530,구로구 고척1동,20242,1718493
3531,구로구 고척1동,20242,1706024
3532,구로구 고척1동,20242,1666502
3533,구로구 고척1동,20242,1684795
3534,구로구 고척2동,20221,507196
3535,구로구 고척2동,20221,448839
3536,구로구 고척2동,20221,505207
3537,구로구 고척2동,20222,556724
3538,구로구 고척2동,20222,735110
3539,구로구 고척2동,20222,582332
3540,구로구 고척2동,20222,600368
3541,구로구 고척2동,20223,569386
3542,구로구 고척2동,20223,600261
3543,구로구 고척2동,20223,608885
3544,구로구 고척2동,20223,610642
3545,구로구 고척2동,20224,577357
3546,구로구 고척2동,20231,535578
3547,구로구 고척2동,20231,531311
3548,구로구 고척2동,20231,629824
3549,구로구 고척2동,20232,610650
3550,구로구 고척2동,20232,629599
3551,구로구 고척2동,20232,609077
3552,구로구 고척2동,20232,592659
3553,구로구 고척2동,20233,571695
3554,구로구 고척2동,20233,593079
3555,구로구 고척2동,20233,618391
3556,구로구 고척2동,20233,577816
3557,구로구 고척2동,20234,582590
3558,구로구 고척2동,20241,580246
3559,구로구 고척2동,20241,536364
3560,구로구 고척2동,20241,625019
3561,구로구 고척2동,20242,616286
3562,구로구 고척2동,20242,631003
3563,구로구 고척2동,20242,625931
3564,구로구 고척2동,20242,621639
3565,구로구 구로1동,20221,563551
3566,구로구 구로1동,20221,480621
3567,구로구 구로1동,20221,529418
3568,구로구 구로1동,20222,612313
3569,구로구 구로1동,20222,797858
3570,구로구 구로1동,20222,631167
3571,구로구 구로1동,20222,649567
3572,구로구 구로1동,20223,628370
3573,구로구 구로1동,20223,601351
3574,구로구 구로1동,20223,609730
3575,구로구 구로1동,20223,622122
3576,구로구 구로1동,20224,598386
3577,구로구 구로1동,20231,577762
3578,구로구 구로1동,20231,570056
3579,구로구 구로1동,20231,676046
3580,구로구 구로1동,20232,653727
3581,구로구 구로1동,20232,672263
3582,구로구 구로1동,20232,660614
3583,구로구 구로1동,20232,659352
3584,구로구 구로1동,20233,652014
3585,구로구 구로1동,20233,651906
3586,구로구 구로1동,20233,677251
3587,구로구 구로1동,20233,654178
3588,구로구 구로1동,20234,636161
3589,구로구 구로1동,20241,631900
3590,구로구 구로1동,20241,586021
3591,구로구 구로1동,20241,692714
3592,구로구 구로1동,20242,688341
3593,구로구 구로1동,20242,701417
3594,구로구 구로1동,20242,680884
3595,구로구 구로1동,20242,689638
3596,구로구 구로2동,20221,1486781
3597,구로구 구로2동,20221,1292927
3598,구로구 구로2동,20221,1417275
3599,구로구 구로2동,20222,1587682
3600,구로구 구로2동,20222,2067355
3601,구로구 구로2동,20222,1665525
3602,구로구 구로2동,20222,1679026
3603,구로구 구로2동,20223,1615538
3604,구로구 구로2동,20223,1698060
3605,구로구 구로2동,20223,1708718
3606,구로구 구로2동,20223,1724711
3607,구로구 구로2동,20224,1672243
3608,구로구 구로2동,20231,1605035
3609,구로구 구로2동,20231,1576758
3610,구로구 구로2동,20231,1840655
3611,구로구 구로2동,20232,1770050
3612,구로구 구로2동,20232,1849282
3613,구로구 구로2동,20232,1776091
3614,구로구 구로2동,20232,1728633
3615,구로구 구로2동,20233,1706081
3616,구로구 구로2동,20233,1715690
3617,구로구 구로2동,20233,1770767
3618,구로구 구로2동,20233,1704562
3619,구로구 구로2동,20234,1690518
3620,구로구 구로2동,20241,1720172
3621,구로구 구로2동,20241,1573056
3622,구로구 구로2동,20241,1786430
3623,구로구 구로2동,20242,1804201
3624,구로구 구로2동,20242,1825557
3625,구로구 구로2동,20242,1767972
3626,구로구 구로2동,20242,1825921
3627,구로구 구로3동,20221,2642938
3628,구로구 구로3동,20221,2230523
3629,구로구 구로3동,20221,2551905
3630,구로구 구로3동,20222,2906916
3631,구로구 구로3동,20222,3766358
3632,구로구 구로3동,20222,3049341
3633,구로구 구로3동,20222,3160874
3634,구로구 구로3동,20223,3038410
3635,구로구 구로3동,20223,3040953
3636,구로구 구로3동,20223,3105331
3637,구로구 구로3동,20223,3192552
3638,구로구 구로3동,20224,3100400
3639,구로구 구로3동,20231,3007710
3640,구로구 구로3동,20231,3002694
3641,구로구 구로3동,20231,3293358
3642,구로구 구로3동,20232,3068118
3643,구로구 구로3동,20232,3170312
3644,구로구 구로3동,20232,3145717
3645,구로구 구로3동,20232,3121693
3646,구로구 구로3동,20233,3060448
3647,구로구 구로3동,20233,2910039
3648,구로구 구로3동,20233,2951100
3649,구로구 구로3동,20233,2955104
3650,구로구 구로3동,20234,2858932
3651,구로구 구로3동,20241,2997050
3652,구로구 구로3동,20241,2692195
3653,구로구 구로3동,20241,3022386
3654,구로구 구로3동,20242,3042369
3655,구로구 구로3동,20242,3067740
3656,구로구 구로3동,20242,2951843
3657,구로구 구로3동,20242,3154605
3658,구로구 구로4동,20221,896862
3659,구로구 구로4동,20221,756539
3660,구로구 구로4동,20221,837475
3661,구로구 구로4동,20222,1006101
3662,구로구 구로4동,20222,1329168
3663,구로구 구로4동,20222,1057347
3664,구로구 구로4동,20222,1088756
3665,구로구 구로4동,20223,1063881
3666,구로구 구로4동,20223,1089893
3667,구로구 구로4동,20223,1105539
3668,구로구 구로4동,20223,1064375
3669,구로구 구로4동,20224,1036506
3670,구로구 구로4동,20231,1032772
3671,구로구 구로4동,20231,971455
3672,구로구 구로4동,20231,1204462
3673,구로구 구로4동,20232,1190123
3674,구로구 구로4동,20232,1205567
3675,구로구 구로4동,20232,1176789
3676,구로구 구로4동,20232,1155655
3677,구로구 구로4동,20233,1118596
3678,구로구 구로4동,20233,1150831
3679,구로구 구로4동,20233,1177316
3680,구로구 구로4동,20233,1112209
3681,구로구 구로4동,20234,1103065
3682,구로구 구로4동,20241,1074462
3683,구로구 구로4동,20241,1034652
3684,구로구 구로4동,20241,1165762
3685,구로구 구로4동,20242,1173767
3686,구로구 구로4동,20242,1224543
3687,구로구 구로4동,20242,1173764
3688,구로구 구로4동,20242,1154331
3689,구로구 구로5동,20221,2043367
3690,구로구 구로5동,20221,1803961
3691,구로구 구로5동,20221,1990111
3692,구로구 구로5동,20222,2221928
3693,구로구 구로5동,20222,2990139
3694,구로구 구로5동,20222,2395358
3695,구로구 구로5동,20222,2426221
3696,구로구 구로5동,20223,2345360
3697,구로구 구로5동,20223,2415987
3698,구로구 구로5동,20223,2542980
3699,구로구 구로5동,20223,2492422
3700,구로구 구로5동,20224,2493984
3701,구로구 구로5동,20231,2315895
3702,구로구 구로5동,20231,2306659
3703,구로구 구로5동,20231,2632725
3704,구로구 구로5동,20232,2521564
3705,구로구 구로5동,20232,2661474
3706,구로구 구로5동,20232,2572325
3707,구로구 구로5동,20232,2513458
3708,구로구 구로5동,20233,2500397
3709,구로구 구로5동,20233,2465989
3710,구로구 구로5동,20233,2526441
3711,구로구 구로5동,20233,2470303
3712,구로구 구로5동,20234,2515551
3713,구로구 구로5동,20241,2393592
3714,구로구 구로5동,20241,2285837
3715,구로구 구로5동,20241,2620847
3716,구로구 구로5동,20242,2662814
3717,구로구 구로5동,20242,2782635
3718,구로구 구로5동,20242,2673291
3719,구로구 구로5동,20242,2694659
3720,구로구 수궁동,20221,707725
3721,구로구 수궁동,20221,621210
3722,구로구 수궁동,20221,749707
3723,구로구 수궁동,20222,846959
3724,구로구 수궁동,20222,1114696
3725,구로구 수궁동,20222,876861
3726,구로구 수궁동,20222,868935
3727,구로구 수궁동,20223,823224
3728,구로구 수궁동,20223,872604
3729,구로구 수궁동,20223,884476
3730,구로구 수궁동,20223,857547
3731,구로구 수궁동,20224,821916
3732,구로구 수궁동,20231,759438
3733,구로구 수궁동,20231,748489
3734,구로구 수궁동,20231,925733
3735,구로구 수궁동,20232,913371
3736,구로구 수궁동,20232,942937
3737,구로구 수궁동,20232,919380
3738,구로구 수궁동,20232,898912
3739,구로구 수궁동,20233,870110
3740,구로구 수궁동,20233,897737
3741,구로구 수궁동,20233,916147
3742,구로구 수궁동,20233,834047
3743,구로구 수궁동,20234,813330
3744,구로구 수궁동,20241,780266
3745,구로구 수궁동,20241,752431
3746,구로구 수궁동,20241,959342
3747,구로구 수궁동,20242,966362
3748,구로구 수궁동,20242,982473
3749,구로구 수궁동,20242,933234
3750,구로구 수궁동,20242,940533
3751,구로구 신도림동,20221,1475193
3752,구로구 신도림동,20221,1249895
3753,구로구 신도림동,20221,1390959
3754,구로구 신도림동,20222,1654706
3755,구로구 신도림동,20222,2162030
3756,구로구 신도림동,20222,1742696
3757,구로구 신도림동,20222,1799366
3758,구로구 신도림동,20223,1706613
3759,구로구 신도림동,20223,1702873
3760,구로구 신도림동,20223,1822422
3761,구로구 신도림동,20223,1776857
3762,구로구 신도림동,20224,1765427
3763,구로구 신도림동,20231,1616131
3764,구로구 신도림동,20231,1622669
3765,구로구 신도림동,20231,1847914
3766,구로구 신도림동,20232,1806707
3767,구로구 신도림동,20232,1887994
3768,구로구 신도림동,20232,1870831
3769,구로구 신도림동,20232,1865714
3770,구로구 신도림동,20233,1839238
3771,구로구 신도림동,20233,1804784
3772,구로구 신도림동,20233,1872087
3773,구로구 신도림동,20233,1828761
3774,구로구 신도림동,20234,1898689
3775,구로구 신도림동,20241,1845898
3776,구로구 신도림동,20241,1730435
3777,구로구 신도림동,20241,2034379
3778,구로구 신도림동,20242,2007332
3779,구로구 신도림동,20242,2054408
3780,구로구 신도림동,20242,2025570
3781,구로구 신도림동,20242,2081326
3782,구로구 오류1동,20221,526854
3783,구로구 오류1동,20221,480285
3784,구로구 오류1동,20221,547388
3785,구로구 오류1동,20222,597948
3786,구로구 오류1동,20222,771652
3787,구로구 오류1동,20222,614408
3788,구로구 오류1동,20222,622251
3789,구로구 오류1동,20223,593880
3790,구로구 오류1동,20223,621623
3791,구로구 오류1동,20223,725736
3792,구로구 오류1동,20223,757143
3793,구로구 오류1동,20224,824907
3794,구로구 오류1동,20231,781511
3795,구로구 오류1동,20231,785788
3796,구로구 오류1동,20231,905860
3797,구로구 오류1동,20232,886324
3798,구로구 오류1동,20232,918634
3799,구로구 오류1동,20232,886971
3800,구로구 오류1동,20232,888088
3801,구로구 오류1동,20233,871133
3802,구로구 오류1동,20233,879898
3803,구로구 오류1동,20233,897528
3804,구로구 오류1동,20233,845152
3805,구로구 오류1동,20234,874929
3806,구로구 오류1동,20241,837955
3807,구로구 오류1동,20241,820050
3808,구로구 오류1동,20241,925361
3809,구로구 오류1동,20242,914052
3810,구로구 오류1동,20242,964010
3811,구로구 오류1동,20242,921428
3812,구로구 오류1동,20242,817902
3813,구로구 오류2동,20221,1865488
3814,구로구 오류2동,20221,1625575
3815,구로구 오류2동,20221,1876910
3816,구로구 오류2동,20222,2047430
3817,구로구 오류2동,20222,2625567
3818,구로구 오류2동,20222,2061345
3819,구로구 오류2동,20222,2077438
3820,구로구 오류2동,20223,2005905
3821,구로구 오류2동,20223,2130525
3822,구로구 오류2동,20223,2207813
3823,구로구 오류2동,20223,2178459
3824,구로구 오류2동,20224,2061242
3825,구로구 오류2동,20231,1954717
3826,구로구 오류2동,20231,1934447
3827,구로구 오류2동,20231,2298286
3828,구로구 오류2동,20232,2240335
3829,구로구 오류2동,20232,2306156
3830,구로구 오류2동,20232,2234306
3831,구로구 오류2동,20232,2187772
3832,구로구 오류2동,20233,2139064
3833,구로구 오류2동,20233,2138343
3834,구로구 오류2동,20233,2226585
3835,구로구 오류2동,20233,2103645
3836,구로구 오류2동,20234,2063743
3837,구로구 오류2동,20241,2027233
3838,구로구 오류2동,20241,1918187
3839,구로구 오류2동,20241,2334479
3840,구로구 오류2동,20242,2415265
3841,구로구 오류2동,20242,2455265
3842,구로구 오류2동,20242,2338504
3843,구로구 오류2동,20242,2343851
3844,구로구 항동,20221,1100009
3845,구로구 항동,20221,1100009
3846,구로구 항동,20221,1100009
3847,구로구 항동,20222,1100009
3848,구로구 항동,20222,1100009
3849,구로구 항동,20222,1100009
3850,구로구 항동,20222,1100009
3851,구로구 항동,20223,1100009
3852,구로구 항동,20223,1100009
3853,구로구 항동,20223,1100009
3854,구로구 항동,20223,1100009
3855,구로구 항동,20224,1100009
3856,구로구 항동,20231,1100009
3857,구로구 항동,20231,1100009
3858,구로구 항동,20231,1100009
3859,구로구 항동,20232,1100009
3860,구로구 항동,20232,1100009
3861,구로구 항동,20232,1100009
3862,구로구 항동,20232,1100009
3863,구로구 항동,20233,1100009
3864,구로구 항동,20233,1100009
3865,구로구 항동,20233,1100009
3866,구로구 항동,20233,1100009
3867,구로구 항동,20234,1100009
3868,구로구 항동,20241,1100009
3869,구로구 항동,20241,1100009
3870,구로구 항동,20241,1100009
3871,구로구 항동,20242,1100009
3872,구로구 항동,20242,1100009
3873,구로구 항동,20242,1100009
3874,구로구 항동,20242,1100009
3875,금천구 가산동,20221,3436059
3876,금천구 가산동,20221,2915557
3877,금천구 가산동,20221,3319860
3878,금천구 가산동,20222,3782437
3879,금천구 가산동,20222,4740570
3880,금천구 가산동,20222,3798139
3881,금천구 가산동,20222,3913486
3882,금천구 가산동,20223,3781566
3883,금천구 가산동,20223,3764945
3884,금천구 가산동,20223,3879213
3885,금천구 가산동,20223,4025165
3886,금천구 가산동,20224,3921296
3887,금천구 가산동,20231,3731178
3888,금천구 가산동,20231,3832847
3889,금천구 가산동,20231,4301344
3890,금천구 가산동,20232,4024586
3891,금천구 가산동,20232,4196360
3892,금천구 가산동,20232,4060599
3893,금천구 가산동,20232,3990986
3894,금천구 가산동,20233,3886282
3895,금천구 가산동,20233,3690781
3896,금천구 가산동,20233,3843738
3897,금천구 가산동,20233,3981090
3898,금천구 가산동,20234,3754652
3899,금천구 가산동,20241,4044451
3900,금천구 가산동,20241,3638534
3901,금천구 가산동,20241,4121560
3902,금천구 가산동,20242,4173906
3903,금천구 가산동,20242,4071513
3904,금천구 가산동,20242,3925308
3905,금천구 가산동,20242,4338706
3906,금천구 독산1동,20221,1530468
3907,금천구 독산1동,20221,1230582
3908,금천구 독산1동,20221,1406035
3909,금천구 독산1동,20222,1575472
3910,금천구 독산1동,20222,2061715
3911,금천구 독산1동,20222,1685518
3912,금천구 독산1동,20222,1747462
3913,금천구 독산1동,20223,1714845
3914,금천구 독산1동,20223,1735251
3915,금천구 독산1동,20223,1770480
3916,금천구 독산1동,20223,1752760
3917,금천구 독산1동,20224,1735128
3918,금천구 독산1동,20231,1670515
3919,금천구 독산1동,20231,1627161
3920,금천구 독산1동,20231,1911845
3921,금천구 독산1동,20232,1851556
3922,금천구 독산1동,20232,1922634
3923,금천구 독산1동,20232,2000331
3924,금천구 독산1동,20232,1992890
3925,금천구 독산1동,20233,1940111
3926,금천구 독산1동,20233,1932257
3927,금천구 독산1동,20233,1979900
3928,금천구 독산1동,20233,1908727
3929,금천구 독산1동,20234,1895407
3930,금천구 독산1동,20241,1886548
3931,금천구 독산1동,20241,1755116
3932,금천구 독산1동,20241,2047105
3933,금천구 독산1동,20242,2097513
3934,금천구 독산1동,20242,2160540
3935,금천구 독산1동,20242,2062979
3936,금천구 독산1동,20242,2147405
3937,금천구 독산2동,20221,398555
3938,금천구 독산2동,20221,346140
3939,금천구 독산2동,20221,393379
3940,금천구 독산2동,20222,444309
3941,금천구 독산2동,20222,579761
3942,금천구 독산2동,20222,462768
3943,금천구 독산2동,20222,485403
3944,금천구 독산2동,20223,457961
3945,금천구 독산2동,20223,458546
3946,금천구 독산2동,20223,472927
3947,금천구 독산2동,20223,452556
3948,금천구 독산2동,20224,439006
3949,금천구 독산2동,20231,438279
3950,금천구 독산2동,20231,425937
3951,금천구 독산2동,20231,489965
3952,금천구 독산2동,20232,479639
3953,금천구 독산2동,20232,495428
3954,금천구 독산2동,20232,485719
3955,금천구 독산2동,20232,486810
3956,금천구 독산2동,20233,479118
3957,금천구 독산2동,20233,493334
3958,금천구 독산2동,20233,501451
3959,금천구 독산2동,20233,470783
3960,금천구 독산2동,20234,466165
3961,금천구 독산2동,20241,453135
3962,금천구 독산2동,20241,431723
3963,금천구 독산2동,20241,488261
3964,금천구 독산2동,20242,468526
3965,금천구 독산2동,20242,481135
3966,금천구 독산2동,20242,473242
3967,금천구 독산2동,20242,473546
3968,금천구 독산3동,20221,664733
3969,금천구 독산3동,20221,593286
3970,금천구 독산3동,20221,661585
3971,금천구 독산3동,20222,741678
3972,금천구 독산3동,20222,970773
3973,금천구 독산3동,20222,762091
3974,금천구 독산3동,20222,785417
3975,금천구 독산3동,20223,767322
3976,금천구 독산3동,20223,787356
3977,금천구 독산3동,20223,796462
3978,금천구 독산3동,20223,779166
3979,금천구 독산3동,20224,756940
3980,금천구 독산3동,20231,741194
3981,금천구 독산3동,20231,708674
3982,금천구 독산3동,20231,802099
3983,금천구 독산3동,20232,779238
3984,금천구 독산3동,20232,809882
3985,금천구 독산3동,20232,693948
3986,금천구 독산3동,20232,696772
3987,금천구 독산3동,20233,670658
3988,금천구 독산3동,20233,682001
3989,금천구 독산3동,20233,699325
3990,금천구 독산3동,20233,670971
3991,금천구 독산3동,20234,666219
3992,금천구 독산3동,20241,651688
3993,금천구 독산3동,20241,618518
3994,금천구 독산3동,20241,690426
3995,금천구 독산3동,20242,660791
3996,금천구 독산3동,20242,672686
3997,금천구 독산3동,20242,657571
3998,금천구 독산3동,20242,659146
3999,금천구 독산4동,20221,590431
4000,금천구 독산4동,20221,499588
4001,금천구 독산4동,20221,569727
4002,금천구 독산4동,20222,628602
4003,금천구 독산4동,20222,839502
4004,금천구 독산4동,20222,670503
4005,금천구 독산4동,20222,697430
4006,금천구 독산4동,20223,678322
4007,금천구 독산4동,20223,678515
4008,금천구 독산4동,20223,690077
4009,금천구 독산4동,20223,667058
4010,금천구 독산4동,20224,665627
4011,금천구 독산4동,20231,640690
4012,금천구 독산4동,20231,623101
4013,금천구 독산4동,20231,747118
4014,금천구 독산4동,20232,696634
4015,금천구 독산4동,20232,723487
4016,금천구 독산4동,20232,707241
4017,금천구 독산4동,20232,726405
4018,금천구 독산4동,20233,729220
4019,금천구 독산4동,20233,723367
4020,금천구 독산4동,20233,731127
4021,금천구 독산4동,20233,706456
4022,금천구 독산4동,20234,706060
4023,금천구 독산4동,20241,692402
4024,금천구 독산4동,20241,657100
4025,금천구 독산4동,20241,734842
4026,금천구 독산4동,20242,763275
4027,금천구 독산4동,20242,778599
4028,금천구 독산4동,20242,740637
4029,금천구 독산4동,20242,750344
4030,금천구 시흥1동,20221,1340241
4031,금천구 시흥1동,20221,1149576
4032,금천구 시흥1동,20221,1314036
4033,금천구 시흥1동,20222,1487116
4034,금천구 시흥1동,20222,1952013
4035,금천구 시흥1동,20222,1550180
4036,금천구 시흥1동,20222,1609400
4037,금천구 시흥1동,20223,1533242
4038,금천구 시흥1동,20223,1554237
4039,금천구 시흥1동,20223,1589813
4040,금천구 시흥1동,20223,1530703
4041,금천구 시흥1동,20224,1548015
4042,금천구 시흥1동,20231,1451240
4043,금천구 시흥1동,20231,1435101
4044,금천구 시흥1동,20231,1727396
4045,금천구 시흥1동,20232,1650813
4046,금천구 시흥1동,20232,1738894
4047,금천구 시흥1동,20232,1640805
4048,금천구 시흥1동,20232,1613462
4049,금천구 시흥1동,20233,1553951
4050,금천구 시흥1동,20233,1514774
4051,금천구 시흥1동,20233,1555403
4052,금천구 시흥1동,20233,1488414
4053,금천구 시흥1동,20234,1488813
4054,금천구 시흥1동,20241,1430631
4055,금천구 시흥1동,20241,1379535
4056,금천구 시흥1동,20241,1598207
4057,금천구 시흥1동,20242,1578167
4058,금천구 시흥1동,20242,1633533
4059,금천구 시흥1동,20242,1549347
4060,금천구 시흥1동,20242,1549884
4061,금천구 시흥2동,20221,481757
4062,금천구 시흥2동,20221,420163
4063,금천구 시흥2동,20221,467198
4064,금천구 시흥2동,20222,559118
4065,금천구 시흥2동,20222,731491
4066,금천구 시흥2동,20222,571252
4067,금천구 시흥2동,20222,573711
4068,금천구 시흥2동,20223,550914
4069,금천구 시흥2동,20223,574877
4070,금천구 시흥2동,20223,586865
4071,금천구 시흥2동,20223,568390
4072,금천구 시흥2동,20224,542048
4073,금천구 시흥2동,20231,504693
4074,금천구 시흥2동,20231,502790
4075,금천구 시흥2동,20231,629650
4076,금천구 시흥2동,20232,603966
4077,금천구 시흥2동,20232,612698
4078,금천구 시흥2동,20232,596696
4079,금천구 시흥2동,20232,564491
