행정동명,연월,유입인구
서울특별시 강서구 염창동,2024년 02월,"1,315,650"
서울특별시 강서구 염창동,2024년 03월,"1,487,512"
서울특별시 강서구 염창동,2024년 04월,"1,517,502"
서울특별시 강서구 염창동,2024년 05월,"1,540,660"
서울특별시 강서구 염창동,2024년 06월,"1,493,053"
서울특별시 강서구 염창동,2024년 07월,"1,526,314"
서울특별시 강서구 우장산동,2022년 01월,"1,064,625"
서울특별시 강서구 우장산동,2022년 02월,"956,617"
서울특별시 강서구 우장산동,2022년 03월,"1,120,302"
서울특별시 강서구 우장산동,2022년 04월,"1,247,649"
서울특별시 강서구 우장산동,2022년 05월,"1,576,385"
서울특별시 강서구 우장산동,2022년 06월,"1,264,258"
서울특별시 강서구 우장산동,2022년 07월,"1,278,651"
서울특별시 강서구 우장산동,2022년 08월,"1,230,039"
서울특별시 강서구 우장산동,2022년 09월,"1,281,248"
서울특별시 강서구 우장산동,2022년 10월,"1,321,026"
서울특별시 강서구 우장산동,2022년 11월,"1,287,588"
서울특별시 강서구 우장산동,2022년 12월,"1,282,574"
서울특별시 강서구 우장산동,2023년 01월,"1,227,067"
서울특별시 강서구 우장산동,2023년 02월,"1,250,944"
서울특별시 강서구 우장산동,2023년 03월,"1,429,156"
서울특별시 강서구 우장산동,2023년 04월,"1,354,543"
서울특별시 강서구 우장산동,2023년 05월,"1,464,123"
서울특별시 강서구 우장산동,2023년 06월,"1,394,209"
서울특별시 강서구 우장산동,2023년 07월,"1,381,216"
서울특별시 강서구 우장산동,2023년 08월,"1,457,750"
서울특별시 강서구 우장산동,2023년 09월,"1,539,826"
서울특별시 강서구 우장산동,2023년 10월,"1,593,620"
서울특별시 강서구 우장산동,2023년 11월,"1,513,219"
서울특별시 강서구 우장산동,2023년 12월,"1,516,025"
서울특별시 강서구 우장산동,2024년 01월,"1,470,147"
서울특별시 강서구 우장산동,2024년 02월,"1,395,723"
서울특별시 강서구 우장산동,2024년 03월,"1,590,469"
서울특별시 강서구 우장산동,2024년 04월,"1,562,402"
서울특별시 강서구 우장산동,2024년 05월,"1,606,235"
서울특별시 강서구 우장산동,2024년 06월,"1,573,066"
서울특별시 강서구 우장산동,2024년 07월,"1,595,907"
서울특별시 강서구 화곡1동,2022년 01월,"1,499,807"
서울특별시 강서구 화곡1동,2022년 02월,"1,312,770"
서울특별시 강서구 화곡1동,2022년 03월,"1,481,977"
서울특별시 강서구 화곡1동,2022년 04월,"1,635,350"
서울특별시 강서구 화곡1동,2022년 05월,"2,160,970"
서울특별시 강서구 화곡1동,2022년 06월,"1,749,020"
서울특별시 강서구 화곡1동,2022년 07월,"1,789,032"
서울특별시 강서구 화곡1동,2022년 08월,"1,730,262"
서울특별시 강서구 화곡1동,2022년 09월,"1,797,760"
서울특별시 강서구 화곡1동,2022년 10월,"1,842,291"
서울특별시 강서구 화곡1동,2022년 11월,"1,792,404"
서울특별시 강서구 화곡1동,2022년 12월,"1,752,053"
서울특별시 강서구 화곡1동,2023년 01월,"1,701,708"
서울특별시 강서구 화곡1동,2023년 02월,"1,677,319"
서울특별시 강서구 화곡1동,2023년 03월,"1,958,879"
서울특별시 강서구 화곡1동,2023년 04월,"1,868,594"
서울특별시 강서구 화곡1동,2023년 05월,"1,847,217"
서울특별시 강서구 화곡1동,2023년 06월,"1,771,774"
서울특별시 강서구 화곡1동,2023년 07월,"1,776,025"
서울특별시 강서구 화곡1동,2023년 08월,"1,763,801"
서울특별시 강서구 화곡1동,2023년 09월,"1,756,196"
서울특별시 강서구 화곡1동,2023년 10월,"1,799,051"
서울특별시 강서구 화곡1동,2023년 11월,"1,682,829"
서울특별시 강서구 화곡1동,2023년 12월,"1,677,208"
서울특별시 강서구 화곡1동,2024년 01월,"1,654,373"
서울특별시 강서구 화곡1동,2024년 02월,"1,572,291"
서울특별시 강서구 화곡1동,2024년 03월,"1,806,856"
서울특별시 강서구 화곡1동,2024년 04월,"1,744,205"
서울특별시 강서구 화곡1동,2024년 05월,"1,759,199"
서울특별시 강서구 화곡1동,2024년 06월,"1,731,767"
서울특별시 강서구 화곡1동,2024년 07월,"1,762,718"
서울특별시 강서구 화곡2동,2022년 01월,"367,649"
서울특별시 강서구 화곡2동,2022년 02월,"327,175"
서울특별시 강서구 화곡2동,2022년 03월,"373,153"
서울특별시 강서구 화곡2동,2022년 04월,"408,982"
서울특별시 강서구 화곡2동,2022년 05월,"545,740"
서울특별시 강서구 화곡2동,2022년 06월,"434,489"
서울특별시 강서구 화곡2동,2022년 07월,"444,363"
서울특별시 강서구 화곡2동,2022년 08월,"426,442"
서울특별시 강서구 화곡2동,2022년 09월,"446,741"
서울특별시 강서구 화곡2동,2022년 10월,"448,095"
서울특별시 강서구 화곡2동,2022년 11월,"426,764"
서울특별시 강서구 화곡2동,2022년 12월,"422,442"
서울특별시 강서구 화곡2동,2023년 01월,"419,558"
서울특별시 강서구 화곡2동,2023년 02월,"403,306"
서울특별시 강서구 화곡2동,2023년 03월,"474,099"
서울특별시 강서구 화곡2동,2023년 04월,"465,350"
서울특별시 강서구 화곡2동,2023년 05월,"479,771"
서울특별시 강서구 화곡2동,2023년 06월,"446,388"
서울특별시 강서구 화곡2동,2023년 07월,"477,146"
서울특별시 강서구 화곡2동,2023년 08월,"470,205"
서울특별시 강서구 화곡2동,2023년 09월,"488,694"
서울특별시 강서구 화곡2동,2023년 10월,"480,716"
서울특별시 강서구 화곡2동,2023년 11월,"463,779"
서울특별시 강서구 화곡2동,2023년 12월,"469,428"
서울특별시 강서구 화곡2동,2024년 01월,"459,780"
서울특별시 강서구 화곡2동,2024년 02월,"438,179"
서울특별시 강서구 화곡2동,2024년 03월,"495,429"
서울특별시 강서구 화곡2동,2024년 04월,"485,594"
서울특별시 강서구 화곡2동,2024년 05월,"491,934"
서울특별시 강서구 화곡2동,2024년 06월,"472,437"
서울특별시 강서구 화곡2동,2024년 07월,"474,219"
서울특별시 강서구 화곡3동,2022년 01월,"738,789"
서울특별시 강서구 화곡3동,2022년 02월,"633,982"
서울특별시 강서구 화곡3동,2022년 03월,"718,910"
서울특별시 강서구 화곡3동,2022년 04월,"801,387"
서울특별시 강서구 화곡3동,2022년 05월,"1,051,199"
서울특별시 강서구 화곡3동,2022년 06월,"838,875"
서울특별시 강서구 화곡3동,2022년 07월,"854,631"
서울특별시 강서구 화곡3동,2022년 08월,"823,841"
서울특별시 강서구 화곡3동,2022년 09월,"844,552"
서울특별시 강서구 화곡3동,2022년 10월,"863,596"
서울특별시 강서구 화곡3동,2022년 11월,"838,006"
서울특별시 강서구 화곡3동,2022년 12월,"861,197"
서울특별시 강서구 화곡3동,2023년 01월,"865,293"
서울특별시 강서구 화곡3동,2023년 02월,"862,402"
서울특별시 강서구 화곡3동,2023년 03월,"971,741"
서울특별시 강서구 화곡3동,2023년 04월,"947,460"
서울특별시 강서구 화곡3동,2023년 05월,"981,008"
서울특별시 강서구 화곡3동,2023년 06월,"963,864"
서울특별시 강서구 화곡3동,2023년 07월,"982,706"
서울특별시 강서구 화곡3동,2023년 08월,"959,733"
서울특별시 강서구 화곡3동,2023년 09월,"954,015"
서울특별시 강서구 화곡3동,2023년 10월,"969,768"
서울특별시 강서구 화곡3동,2023년 11월,"924,633"
서울특별시 강서구 화곡3동,2023년 12월,"957,187"
서울특별시 강서구 화곡3동,2024년 01월,"938,422"
서울특별시 강서구 화곡3동,2024년 02월,"889,399"
서울특별시 강서구 화곡3동,2024년 03월,"987,029"
서울특별시 강서구 화곡3동,2024년 04월,"976,439"
서울특별시 강서구 화곡3동,2024년 05월,"1,024,800"
서울특별시 강서구 화곡3동,2024년 06월,"967,563"
서울특별시 강서구 화곡3동,2024년 07월,"982,457"
서울특별시 강서구 화곡4동,2022년 01월,"566,586"
서울특별시 강서구 화곡4동,2022년 02월,"486,193"
서울특별시 강서구 화곡4동,2022년 03월,"560,869"
서울특별시 강서구 화곡4동,2022년 04월,"632,534"
서울특별시 강서구 화곡4동,2022년 05월,"823,011"
서울특별시 강서구 화곡4동,2022년 06월,"655,002"
서울특별시 강서구 화곡4동,2022년 07월,"656,284"
서울특별시 강서구 화곡4동,2022년 08월,"617,195"
서울특별시 강서구 화곡4동,2022년 09월,"655,064"
서울특별시 강서구 화곡4동,2022년 10월,"673,046"
서울특별시 강서구 화곡4동,2022년 11월,"650,518"
서울특별시 강서구 화곡4동,2022년 12월,"643,135"
서울특별시 강서구 화곡4동,2023년 01월,"608,759"
서울특별시 강서구 화곡4동,2023년 02월,"600,125"
서울특별시 강서구 화곡4동,2023년 03월,"771,629"
서울특별시 강서구 화곡4동,2023년 04월,"738,521"
서울특별시 강서구 화곡4동,2023년 05월,"759,438"
서울특별시 강서구 화곡4동,2023년 06월,"785,814"
서울특별시 강서구 화곡4동,2023년 07월,"677,775"
서울특별시 강서구 화곡4동,2023년 08월,"643,831"
서울특별시 강서구 화곡4동,2023년 09월,"682,382"
서울특별시 강서구 화곡4동,2023년 10월,"716,040"
서울특별시 강서구 화곡4동,2023년 11월,"683,509"
서울특별시 강서구 화곡4동,2023년 12월,"674,656"
서울특별시 강서구 화곡4동,2024년 01월,"648,596"
서울특별시 강서구 화곡4동,2024년 02월,"614,945"
서울특별시 강서구 화곡4동,2024년 03월,"716,821"
서울특별시 강서구 화곡4동,2024년 04월,"709,594"
서울특별시 강서구 화곡4동,2024년 05월,"726,651"
서울특별시 강서구 화곡4동,2024년 06월,"681,998"
서울특별시 강서구 화곡4동,2024년 07월,"690,315"
서울특별시 강서구 화곡6동,2022년 01월,"953,502"
서울특별시 강서구 화곡6동,2022년 02월,"828,540"
서울특별시 강서구 화곡6동,2022년 03월,"936,464"
서울특별시 강서구 화곡6동,2022년 04월,"1,055,396"
서울특별시 강서구 화곡6동,2022년 05월,"1,400,503"
서울특별시 강서구 화곡6동,2022년 06월,"1,130,590"
서울특별시 강서구 화곡6동,2022년 07월,"1,164,770"
서울특별시 강서구 화곡6동,2022년 08월,"1,113,233"
서울특별시 강서구 화곡6동,2022년 09월,"1,158,488"
서울특별시 강서구 화곡6동,2022년 10월,"1,191,709"
서울특별시 강서구 화곡6동,2022년 11월,"1,176,765"
서울특별시 강서구 화곡6동,2022년 12월,"1,169,544"
서울특별시 강서구 화곡6동,2023년 01월,"1,085,344"
서울특별시 강서구 화곡6동,2023년 02월,"1,086,383"
서울특별시 강서구 화곡6동,2023년 03월,"1,246,036"
서울특별시 강서구 화곡6동,2023년 04월,"1,174,898"
서울특별시 강서구 화곡6동,2023년 05월,"1,156,789"
서울특별시 강서구 화곡6동,2023년 06월,"1,121,192"
서울특별시 강서구 화곡6동,2023년 07월,"1,114,510"
서울특별시 강서구 화곡6동,2023년 08월,"1,085,768"
서울특별시 강서구 화곡6동,2023년 09월,"1,093,900"
서울특별시 강서구 화곡6동,2023년 10월,"1,134,642"
서울특별시 강서구 화곡6동,2023년 11월,"1,146,807"
서울특별시 강서구 화곡6동,2023년 12월,"1,140,469"
서울특별시 강서구 화곡6동,2024년 01월,"1,080,423"
서울특별시 강서구 화곡6동,2024년 02월,"1,023,009"
서울특별시 강서구 화곡6동,2024년 03월,"1,184,156"
서울특별시 강서구 화곡6동,2024년 04월,"1,196,204"
서울특별시 강서구 화곡6동,2024년 05월,"1,229,763"
서울특별시 강서구 화곡6동,2024년 06월,"1,170,263"
서울특별시 강서구 화곡6동,2024년 07월,"1,173,032"
서울특별시 강서구 화곡8동,2022년 01월,"1,204,408"
서울특별시 강서구 화곡8동,2022년 02월,"1,053,317"
서울특별시 강서구 화곡8동,2022년 03월,"1,180,218"
서울특별시 강서구 화곡8동,2022년 04월,"1,268,636"
서울특별시 강서구 화곡8동,2022년 05월,"1,657,742"
서울특별시 강서구 화곡8동,2022년 06월,"1,324,866"
서울특별시 강서구 화곡8동,2022년 07월,"1,362,258"
서울특별시 강서구 화곡8동,2022년 08월,"1,614,878"
서울특별시 강서구 화곡8동,2022년 09월,"1,839,303"
서울특별시 강서구 화곡8동,2022년 10월,"1,904,641"
서울특별시 강서구 화곡8동,2022년 11월,"1,901,532"
서울특별시 강서구 화곡8동,2022년 12월,"1,946,805"
서울특별시 강서구 화곡8동,2023년 01월,"1,898,038"
서울특별시 강서구 화곡8동,2023년 02월,"1,863,042"
서울특별시 강서구 화곡8동,2023년 03월,"2,092,523"
서울특별시 강서구 화곡8동,2023년 04월,"1,984,814"
서울특별시 강서구 화곡8동,2023년 05월,"2,108,383"
서울특별시 강서구 화곡8동,2023년 06월,"2,055,005"
서울특별시 강서구 화곡8동,2023년 07월,"2,064,613"
서울특별시 강서구 화곡8동,2023년 08월,"2,032,868"
서울특별시 강서구 화곡8동,2023년 09월,"2,092,377"
서울특별시 강서구 화곡8동,2023년 10월,"2,219,238"
서울특별시 강서구 화곡8동,2023년 11월,"2,220,274"
서울특별시 강서구 화곡8동,2023년 12월,"2,268,834"
서울특별시 강서구 화곡8동,2024년 01월,"2,253,118"
서울특별시 강서구 화곡8동,2024년 02월,"2,123,117"
서울특별시 강서구 화곡8동,2024년 03월,"2,405,929"
서울특별시 강서구 화곡8동,2024년 04월,"2,436,103"
서울특별시 강서구 화곡8동,2024년 05월,"2,470,755"
서울특별시 강서구 화곡8동,2024년 06월,"2,354,386"
서울특별시 강서구 화곡8동,2024년 07월,"2,431,940"
서울특별시 강서구 화곡본동,2022년 01월,"969,151"
서울특별시 강서구 화곡본동,2022년 02월,"841,920"
서울특별시 강서구 화곡본동,2022년 03월,"980,705"
서울특별시 강서구 화곡본동,2022년 04월,"1,089,158"
서울특별시 강서구 화곡본동,2022년 05월,"1,472,200"
서울특별시 강서구 화곡본동,2022년 06월,"1,169,662"
서울특별시 강서구 화곡본동,2022년 07월,"1,161,823"
서울특별시 강서구 화곡본동,2022년 08월,"1,115,113"
서울특별시 강서구 화곡본동,2022년 09월,"1,162,292"
서울특별시 강서구 화곡본동,2022년 10월,"1,181,945"
서울특별시 강서구 화곡본동,2022년 11월,"1,157,265"
서울특별시 강서구 화곡본동,2022년 12월,"1,133,631"
서울특별시 강서구 화곡본동,2023년 01월,"1,056,396"
서울특별시 강서구 화곡본동,2023년 02월,"1,037,719"
서울특별시 강서구 화곡본동,2023년 03월,"1,240,251"
서울특별시 강서구 화곡본동,2023년 04월,"1,229,884"
서울특별시 강서구 화곡본동,2023년 05월,"1,280,794"
서울특별시 강서구 화곡본동,2023년 06월,"1,232,085"
서울특별시 강서구 화곡본동,2023년 07월,"1,214,936"
서울특별시 강서구 화곡본동,2023년 08월,"1,155,496"
서울특별시 강서구 화곡본동,2023년 09월,"1,151,955"
서울특별시 강서구 화곡본동,2023년 10월,"1,196,521"
서울특별시 강서구 화곡본동,2023년 11월,"1,137,355"
서울특별시 강서구 화곡본동,2023년 12월,"1,140,454"
서울특별시 강서구 화곡본동,2024년 01월,"1,100,224"
서울특별시 강서구 화곡본동,2024년 02월,"1,044,280"
서울특별시 강서구 화곡본동,2024년 03월,"1,204,833"
서울특별시 강서구 화곡본동,2024년 04월,"1,214,111"
서울특별시 강서구 화곡본동,2024년 05월,"1,253,604"
서울특별시 강서구 화곡본동,2024년 06월,"1,191,496"
서울특별시 강서구 화곡본동,2024년 07월,"1,192,997"
서울특별시 관악구 낙성대동,2022년 01월,"1,186,368"
서울특별시 관악구 낙성대동,2022년 02월,"1,071,540"
서울특별시 관악구 낙성대동,2022년 03월,"1,343,296"
서울특별시 관악구 낙성대동,2022년 04월,"1,545,278"
서울특별시 관악구 낙성대동,2022년 05월,"2,048,219"
서울특별시 관악구 낙성대동,2022년 06월,"1,556,901"
서울특별시 관악구 낙성대동,2022년 07월,"1,507,275"
서울특별시 관악구 낙성대동,2022년 08월,"1,454,444"
서울특별시 관악구 낙성대동,2022년 09월,"1,606,991"
서울특별시 관악구 낙성대동,2022년 10월,"1,697,904"
서울특별시 관악구 낙성대동,2022년 11월,"1,654,243"
서울특별시 관악구 낙성대동,2022년 12월,"1,568,906"
서울특별시 관악구 낙성대동,2023년 01월,"1,407,057"
서울특별시 관악구 낙성대동,2023년 02월,"1,446,710"
서울특별시 관악구 낙성대동,2023년 03월,"1,863,045"
서울특별시 관악구 낙성대동,2023년 04월,"1,757,358"
서울특별시 관악구 낙성대동,2023년 05월,"1,803,601"
서울특별시 관악구 낙성대동,2023년 06월,"1,702,185"
서울특별시 관악구 낙성대동,2023년 07월,"1,585,657"
서울특별시 관악구 낙성대동,2023년 08월,"1,535,516"
서울특별시 관악구 낙성대동,2023년 09월,"1,573,054"
서울특별시 관악구 낙성대동,2023년 10월,"1,698,188"
서울특별시 관악구 낙성대동,2023년 11월,"1,586,129"
서울특별시 관악구 낙성대동,2023년 12월,"1,535,572"
서울특별시 관악구 낙성대동,2024년 01월,"1,431,854"
서울특별시 관악구 낙성대동,2024년 02월,"1,325,029"
서울특별시 관악구 낙성대동,2024년 03월,"1,733,623"
서울특별시 관악구 낙성대동,2024년 04월,"1,706,541"
서울특별시 관악구 낙성대동,2024년 05월,"1,776,670"
서울특별시 관악구 낙성대동,2024년 06월,"1,637,605"
서울특별시 관악구 낙성대동,2024년 07월,"1,559,775"
서울특별시 관악구 난곡동,2022년 01월,"513,679"
서울특별시 관악구 난곡동,2022년 02월,"453,105"
서울특별시 관악구 난곡동,2022년 03월,"519,701"
서울특별시 관악구 난곡동,2022년 04월,"574,538"
서울특별시 관악구 난곡동,2022년 05월,"752,367"
서울특별시 관악구 난곡동,2022년 06월,"594,631"
서울특별시 관악구 난곡동,2022년 07월,"594,685"
서울특별시 관악구 난곡동,2022년 08월,"575,192"
서울특별시 관악구 난곡동,2022년 09월,"596,482"
서울특별시 관악구 난곡동,2022년 10월,"610,085"
서울특별시 관악구 난곡동,2022년 11월,"602,226"
서울특별시 관악구 난곡동,2022년 12월,"590,943"
서울특별시 관악구 난곡동,2023년 01월,"561,401"
서울특별시 관악구 난곡동,2023년 02월,"539,904"
서울특별시 관악구 난곡동,2023년 03월,"658,477"
서울특별시 관악구 난곡동,2023년 04월,"638,758"
서울특별시 관악구 난곡동,2023년 05월,"660,772"
서울특별시 관악구 난곡동,2023년 06월,"638,509"
서울특별시 관악구 난곡동,2023년 07월,"615,367"
서울특별시 관악구 난곡동,2023년 08월,"613,413"
서울특별시 관악구 난곡동,2023년 09월,"606,529"
서울특별시 관악구 난곡동,2023년 10월,"620,944"
서울특별시 관악구 난곡동,2023년 11월,"609,098"
서울특별시 관악구 난곡동,2023년 12월,"597,778"
서울특별시 관악구 난곡동,2024년 01월,"568,169"
서울특별시 관악구 난곡동,2024년 02월,"542,652"
서울특별시 관악구 난곡동,2024년 03월,"637,507"
서울특별시 관악구 난곡동,2024년 04월,"643,349"
서울특별시 관악구 난곡동,2024년 05월,"658,740"
서울특별시 관악구 난곡동,2024년 06월,"626,623"
서울특별시 관악구 난곡동,2024년 07월,"621,984"
서울특별시 관악구 난향동,2022년 01월,"292,902"
서울특별시 관악구 난향동,2022년 02월,"256,871"
서울특별시 관악구 난향동,2022년 03월,"289,774"
서울특별시 관악구 난향동,2022년 04월,"326,809"
서울특별시 관악구 난향동,2022년 05월,"430,801"
서울특별시 관악구 난향동,2022년 06월,"340,258"
서울특별시 관악구 난향동,2022년 07월,"342,939"
서울특별시 관악구 난향동,2022년 08월,"330,662"
서울특별시 관악구 난향동,2022년 09월,"342,908"
서울특별시 관악구 난향동,2022년 10월,"346,655"
서울특별시 관악구 난향동,2022년 11월,"335,954"
서울특별시 관악구 난향동,2022년 12월,"328,866"
서울특별시 관악구 난향동,2023년 01월,"319,413"
서울특별시 관악구 난향동,2023년 02월,"302,851"
서울특별시 관악구 난향동,2023년 03월,"357,723"
서울특별시 관악구 난향동,2023년 04월,"350,642"
서울특별시 관악구 난향동,2023년 05월,"363,106"
서울특별시 관악구 난향동,2023년 06월,"355,410"
서울특별시 관악구 난향동,2023년 07월,"351,277"
서울특별시 관악구 난향동,2023년 08월,"345,199"
서울특별시 관악구 난향동,2023년 09월,"352,854"
서울특별시 관악구 난향동,2023년 10월,"355,727"
서울특별시 관악구 난향동,2023년 11월,"346,671"
서울특별시 관악구 난향동,2023년 12월,"347,082"
서울특별시 관악구 난향동,2024년 01월,"330,069"
서울특별시 관악구 난향동,2024년 02월,"319,714"
서울특별시 관악구 난향동,2024년 03월,"371,489"
서울특별시 관악구 난향동,2024년 04월,"364,290"
서울특별시 관악구 난향동,2024년 05월,"377,696"
서울특별시 관악구 난향동,2024년 06월,"357,455"
서울특별시 관악구 난향동,2024년 07월,"363,009"
서울특별시 관악구 남현동,2022년 01월,"1,049,466"
서울특별시 관악구 남현동,2022년 02월,"912,866"
서울특별시 관악구 남현동,2022년 03월,"1,051,308"
서울특별시 관악구 남현동,2022년 04월,"1,196,606"
서울특별시 관악구 남현동,2022년 05월,"1,585,477"
서울특별시 관악구 남현동,2022년 06월,"1,262,909"
서울특별시 관악구 남현동,2022년 07월,"1,269,760"
서울특별시 관악구 남현동,2022년 08월,"1,248,047"
서울특별시 관악구 남현동,2022년 09월,"1,266,366"
서울특별시 관악구 남현동,2022년 10월,"1,329,951"
서울특별시 관악구 남현동,2022년 11월,"1,313,406"
서울특별시 관악구 남현동,2022년 12월,"1,323,957"
서울특별시 관악구 남현동,2023년 01월,"1,227,759"
서울특별시 관악구 남현동,2023년 02월,"1,262,231"
서울특별시 관악구 남현동,2023년 03월,"1,519,129"
서울특별시 관악구 남현동,2023년 04월,"1,413,482"
서울특별시 관악구 남현동,2023년 05월,"1,416,211"
서울특별시 관악구 남현동,2023년 06월,"1,388,692"
서울특별시 관악구 남현동,2023년 07월,"1,359,907"
서울특별시 관악구 남현동,2023년 08월,"1,320,677"
서울특별시 관악구 남현동,2023년 09월,"1,313,162"
서울특별시 관악구 남현동,2023년 10월,"1,372,586"
서울특별시 관악구 남현동,2023년 11월,"1,316,838"
서울특별시 관악구 남현동,2023년 12월,"1,361,194"
서울특별시 관악구 남현동,2024년 01월,"1,316,347"
서울특별시 관악구 남현동,2024년 02월,"1,218,726"
서울특별시 관악구 남현동,2024년 03월,"1,441,684"
서울특별시 관악구 남현동,2024년 04월,"1,382,446"
서울특별시 관악구 남현동,2024년 05월,"1,444,241"
서울특별시 관악구 남현동,2024년 06월,"1,421,988"
서울특별시 관악구 남현동,2024년 07월,"1,416,241"
서울특별시 관악구 대학동,2022년 01월,"1,291,775"
서울특별시 관악구 대학동,2022년 02월,"1,163,953"
서울특별시 관악구 대학동,2022년 03월,"1,598,526"
서울특별시 관악구 대학동,2022년 04월,"1,861,756"
서울특별시 관악구 대학동,2022년 05월,"2,432,539"
서울특별시 관악구 대학동,2022년 06월,"1,775,938"
서울특별시 관악구 대학동,2022년 07월,"1,709,941"
서울특별시 관악구 대학동,2022년 08월,"1,599,709"
서울특별시 관악구 대학동,2022년 09월,"2,075,053"
서울특별시 관악구 대학동,2022년 10월,"2,075,955"
서울특별시 관악구 대학동,2022년 11월,"2,028,761"
서울특별시 관악구 대학동,2022년 12월,"1,711,645"
서울특별시 관악구 대학동,2023년 01월,"1,502,525"
서울특별시 관악구 대학동,2023년 02월,"1,530,702"
서울특별시 관악구 대학동,2023년 03월,"2,476,123"
서울특별시 관악구 대학동,2023년 04월,"2,258,320"
서울특별시 관악구 대학동,2023년 05월,"2,325,755"
서울특별시 관악구 대학동,2023년 06월,"2,007,247"
서울특별시 관악구 대학동,2023년 07월,"1,775,390"
서울특별시 관악구 대학동,2023년 08월,"1,737,566"
서울특별시 관악구 대학동,2023년 09월,"2,203,749"
서울특별시 관악구 대학동,2023년 10월,"2,280,639"
서울특별시 관악구 대학동,2023년 11월,"2,171,896"
서울특별시 관악구 대학동,2023년 12월,"1,827,633"
서울특별시 관악구 대학동,2024년 01월,"1,685,636"
서울특별시 관악구 대학동,2024년 02월,"1,541,423"
서울특별시 관악구 대학동,2024년 03월,"2,361,397"
서울특별시 관악구 대학동,2024년 04월,"2,366,358"
서울특별시 관악구 대학동,2024년 05월,"2,341,828"
서울특별시 관악구 대학동,2024년 06월,"1,999,752"
서울특별시 관악구 대학동,2024년 07월,"1,858,439"
서울특별시 관악구 미성동,2022년 01월,"761,718"
서울특별시 관악구 미성동,2022년 02월,"684,182"
서울특별시 관악구 미성동,2022년 03월,"771,872"
서울특별시 관악구 미성동,2022년 04월,"873,225"
서울특별시 관악구 미성동,2022년 05월,"1,129,479"
서울특별시 관악구 미성동,2022년 06월,"885,465"
서울특별시 관악구 미성동,2022년 07월,"920,505"
서울특별시 관악구 미성동,2022년 08월,"875,769"
서울특별시 관악구 미성동,2022년 09월,"916,931"
서울특별시 관악구 미성동,2022년 10월,"941,465"
서울특별시 관악구 미성동,2022년 11월,"917,538"
서울특별시 관악구 미성동,2022년 12월,"893,273"
서울특별시 관악구 미성동,2023년 01월,"842,486"
서울특별시 관악구 미성동,2023년 02월,"834,115"
서울특별시 관악구 미성동,2023년 03월,"998,147"
서울특별시 관악구 미성동,2023년 04월,"982,797"
서울특별시 관악구 미성동,2023년 05월,"1,011,949"
서울특별시 관악구 미성동,2023년 06월,"975,422"
서울특별시 관악구 미성동,2023년 07월,"961,085"
서울특별시 관악구 미성동,2023년 08월,"944,922"
서울특별시 관악구 미성동,2023년 09월,"973,843"
서울특별시 관악구 미성동,2023년 10월,"988,623"
서울특별시 관악구 미성동,2023년 11월,"945,269"
서울특별시 관악구 미성동,2023년 12월,"923,916"
서울특별시 관악구 미성동,2024년 01월,"895,637"
서울특별시 관악구 미성동,2024년 02월,"856,361"
서울특별시 관악구 미성동,2024년 03월,"996,341"
서울특별시 관악구 미성동,2024년 04월,"986,709"
서울특별시 관악구 미성동,2024년 05월,"986,431"
서울특별시 관악구 미성동,2024년 06월,"926,488"
서울특별시 관악구 미성동,2024년 07월,"1,001,139"
서울특별시 관악구 보라매동,2022년 01월,"582,016"
서울특별시 관악구 보라매동,2022년 02월,"506,522"
서울특별시 관악구 보라매동,2022년 03월,"570,726"
서울특별시 관악구 보라매동,2022년 04월,"651,928"
서울특별시 관악구 보라매동,2022년 05월,"857,100"
서울특별시 관악구 보라매동,2022년 06월,"690,330"
서울특별시 관악구 보라매동,2022년 07월,"687,013"
서울특별시 관악구 보라매동,2022년 08월,"646,608"
서울특별시 관악구 보라매동,2022년 09월,"662,445"
서울특별시 관악구 보라매동,2022년 10월,"694,573"
서울특별시 관악구 보라매동,2022년 11월,"673,413"
서울특별시 관악구 보라매동,2022년 12월,"668,873"
서울특별시 관악구 보라매동,2023년 01월,"643,414"
서울특별시 관악구 보라매동,2023년 02월,"642,105"
서울특별시 관악구 보라매동,2023년 03월,"751,994"
서울특별시 관악구 보라매동,2023년 04월,"721,230"
서울특별시 관악구 보라매동,2023년 05월,"737,391"
서울특별시 관악구 보라매동,2023년 06월,"715,870"
서울특별시 관악구 보라매동,2023년 07월,"746,088"
서울특별시 관악구 보라매동,2023년 08월,"731,295"
서울특별시 관악구 보라매동,2023년 09월,"725,080"
서울특별시 관악구 보라매동,2023년 10월,"753,597"
서울특별시 관악구 보라매동,2023년 11월,"718,363"
서울특별시 관악구 보라매동,2023년 12월,"730,714"
서울특별시 관악구 보라매동,2024년 01월,"727,034"
서울특별시 관악구 보라매동,2024년 02월,"677,673"
서울특별시 관악구 보라매동,2024년 03월,"749,495"
서울특별시 관악구 보라매동,2024년 04월,"739,789"
서울특별시 관악구 보라매동,2024년 05월,"742,186"
서울특별시 관악구 보라매동,2024년 06월,"719,490"
서울특별시 관악구 보라매동,2024년 07월,"727,106"
서울특별시 관악구 삼성동,2022년 01월,"603,093"
서울특별시 관악구 삼성동,2022년 02월,"524,494"
서울특별시 관악구 삼성동,2022년 03월,"610,826"
서울특별시 관악구 삼성동,2022년 04월,"676,631"
서울특별시 관악구 삼성동,2022년 05월,"874,176"
서울특별시 관악구 삼성동,2022년 06월,"688,719"
