,dong,quarter,pop_total,pop_male,pop_female
0,강남구 개포1동,20221,20525,9966,10559
1,강남구 개포1동,20222,20970,10197,10773
2,강남구 개포1동,20223,20920,10164,10756
3,강남구 개포1동,20224,20699,10023,10676
4,강남구 개포1동,20231,20697,9991,10706
5,강남구 개포1동,20232,20645,9952,10693
6,강남구 개포1동,20233,20659,9960,10699
7,강남구 개포1동,20234,25885,12501,13384
8,강남구 개포1동,20241,61944,29980,31964
9,강남구 개포1동,20242,74199,35862,38337
10,강남구 개포2동,20221,84374,40952,43422
11,강남구 개포2동,20222,84327,40919,43408
12,강남구 개포2동,20223,84676,41123,43553
13,강남구 개포2동,20224,85767,41639,44128
14,강남구 개포2동,20231,93643,45400,48243
15,강남구 개포2동,20232,112601,54529,58072
16,강남구 개포2동,20233,120928,58511,62417
17,강남구 개포2동,20234,124519,60216,64303
18,강남구 개포2동,20241,125149,60597,64552
19,강남구 개포2동,20242,125433,60742,64691
20,강남구 개포3동,20221,52571,25443,27128
21,강남구 개포3동,20222,52495,25391,27104
22,강남구 개포3동,20223,52415,25346,27069
23,강남구 개포3동,20224,34757,16814,17943
24,강남구 개포3동,20231,51737,25034,26703
25,강남구 개포3동,20232,51275,24838,26437
26,강남구 개포3동,20233,50911,24665,26246
27,강남구 개포3동,20234,50620,24536,26084
28,강남구 개포3동,20241,50331,24379,25952
29,강남구 개포3동,20242,50203,24260,25943
30,강남구 개포4동,20221,71043,34378,36665
31,강남구 개포4동,20222,70780,34214,36566
32,강남구 개포4동,20223,70851,34222,36629
33,강남구 개포4동,20224,70571,34037,36534
34,강남구 개포4동,20231,70345,33881,36464
35,강남구 개포4동,20232,70310,33863,36447
36,강남구 개포4동,20233,70179,33790,36389
37,강남구 개포4동,20234,69978,33680,36298
38,강남구 개포4동,20241,69423,33398,36025
39,강남구 개포4동,20242,69224,33278,35946
40,강남구 논현1동,20221,66046,31071,34975
41,강남구 논현1동,20222,65972,31072,34900
42,강남구 논현1동,20223,65397,30729,34668
43,강남구 논현1동,20224,64497,30401,34096
44,강남구 논현1동,20231,64099,30274,33825
45,강남구 논현1동,20232,63932,30154,33778
46,강남구 논현1동,20233,63464,29884,33580
47,강남구 논현1동,20234,63269,29824,33445
48,강남구 논현1동,20241,62921,29674,33247
49,강남구 논현1동,20242,62620,29650,32970
50,강남구 논현2동,20221,62972,29447,33525
51,강남구 논현2동,20222,62676,29291,33385
52,강남구 논현2동,20223,62084,29021,33063
53,강남구 논현2동,20224,61579,28838,32741
54,강남구 논현2동,20231,61473,28710,32763
55,강남구 논현2동,20232,61976,28811,33165
56,강남구 논현2동,20233,61665,28642,33023
57,강남구 논현2동,20234,61211,28374,32837
58,강남구 논현2동,20241,61071,28249,32822
59,강남구 논현2동,20242,60904,28213,32691
60,강남구 대치1동,20221,72046,36158,35888
61,강남구 대치1동,20222,71803,36018,35785
62,강남구 대치1동,20223,71701,35961,35740
63,강남구 대치1동,20224,71555,35900,35655
64,강남구 대치1동,20231,71495,35877,35618
65,강남구 대치1동,20232,71284,35750,35534
66,강남구 대치1동,20233,71760,35977,35783
67,강남구 대치1동,20234,71820,35980,35840
68,강남구 대치1동,20241,71534,35818,35716
69,강남구 대치1동,20242,71287,35694,35593
70,강남구 대치2동,20221,110161,55748,54413
71,강남구 대치2동,20222,110155,55669,54486
72,강남구 대치2동,20223,110929,56054,54875
73,강남구 대치2동,20224,111093,56117,54976
74,강남구 대치2동,20231,110741,56004,54737
75,강남구 대치2동,20232,110664,55957,54707
76,강남구 대치2동,20233,113417,57443,55974
77,강남구 대치2동,20234,114906,58297,56609
78,강남구 대치2동,20241,114563,58201,56362
79,강남구 대치2동,20242,114355,58104,56251
80,강남구 대치4동,20221,59048,27939,31109
81,강남구 대치4동,20222,58532,27746,30786
82,강남구 대치4동,20223,58388,27731,30657
83,강남구 대치4동,20224,57867,27489,30378
84,강남구 대치4동,20231,57075,27147,29928
85,강남구 대치4동,20232,56603,26891,29712
86,강남구 대치4동,20233,56711,27059,29652
87,강남구 대치4동,20234,56296,26853,29443
88,강남구 대치4동,20241,55389,26429,28960
89,강남구 대치4동,20242,55235,26453,28782
90,강남구 도곡1동,20221,64254,30429,33825
91,강남구 도곡1동,20222,64164,30428,33736
92,강남구 도곡1동,20223,63844,30274,33570
93,강남구 도곡1동,20224,63552,30072,33480
94,강남구 도곡1동,20231,62504,29640,32864
95,강남구 도곡1동,20232,62129,29514,32615
96,강남구 도곡1동,20233,62102,29457,32645
97,강남구 도곡1동,20234,61798,29304,32494
98,강남구 도곡1동,20241,61546,29157,32389
99,강남구 도곡1동,20242,61522,29154,32368
100,강남구 도곡2동,20221,99330,46177,53153
101,강남구 도곡2동,20222,98933,45997,52936
102,강남구 도곡2동,20223,98536,45796,52740
103,강남구 도곡2동,20224,98348,45665,52683
104,강남구 도곡2동,20231,98174,45566,52608
105,강남구 도곡2동,20232,97759,45377,52382
106,강남구 도곡2동,20233,97851,45367,52484
107,강남구 도곡2동,20234,98060,45461,52599
108,강남구 도곡2동,20241,97424,45181,52243
109,강남구 도곡2동,20242,96964,45041,51923
110,강남구 삼성1동,20221,38513,18942,19571
111,강남구 삼성1동,20222,38244,18747,19497
112,강남구 삼성1동,20223,38048,18691,19357
113,강남구 삼성1동,20224,37580,18461,19119
114,강남구 삼성1동,20231,37382,18318,19064
115,강남구 삼성1동,20232,37139,18168,18971
116,강남구 삼성1동,20233,37027,18108,18919
117,강남구 삼성1동,20234,36671,17945,18726
118,강남구 삼성1동,20241,36278,17803,18475
119,강남구 삼성1동,20242,35995,17644,18351
120,강남구 삼성2동,20221,92296,44201,48095
121,강남구 삼성2동,20222,92772,44442,48330
122,강남구 삼성2동,20223,92642,44423,48219
123,강남구 삼성2동,20224,92446,44382,48064
124,강남구 삼성2동,20231,92275,44309,47966
125,강남구 삼성2동,20232,91629,43949,47680
126,강남구 삼성2동,20233,91415,43842,47573
127,강남구 삼성2동,20234,91917,44124,47793
128,강남구 삼성2동,20241,91509,43863,47646
129,강남구 삼성2동,20242,91344,43795,47549
130,강남구 세곡동,20221,129365,61025,68340
131,강남구 세곡동,20222,129400,60994,68406
132,강남구 세곡동,20223,129726,61172,68554
133,강남구 세곡동,20224,129799,61219,68580
134,강남구 세곡동,20231,130203,61237,68966
135,강남구 세곡동,20232,132148,61947,70201
136,강남구 세곡동,20233,136106,63850,72256
137,강남구 세곡동,20234,136742,64067,72675
138,강남구 세곡동,20241,136077,63727,72350
139,강남구 세곡동,20242,137394,64233,73161
140,강남구 수서동,20221,44147,19992,24155
141,강남구 수서동,20222,43734,19824,23910
142,강남구 수서동,20223,43573,19744,23829
143,강남구 수서동,20224,43137,19517,23620
144,강남구 수서동,20231,42800,19306,23494
145,강남구 수서동,20232,42570,19203,23367
146,강남구 수서동,20233,42520,19192,23328
147,강남구 수서동,20234,42241,19022,23219
148,강남구 수서동,20241,41901,18847,23054
149,강남구 수서동,20242,41645,18670,22975
150,강남구 신사동,20221,47805,22150,25655
151,강남구 신사동,20222,47339,21918,25421
152,강남구 신사동,20223,47323,21976,25347
153,강남구 신사동,20224,46981,21832,25149
154,강남구 신사동,20231,46743,21720,25023
155,강남구 신사동,20232,46673,21728,24945
156,강남구 신사동,20233,46397,21597,24800
157,강남구 신사동,20234,46311,21633,24678
158,강남구 신사동,20241,46257,21599,24658
159,강남구 신사동,20242,46164,21545,24619
160,강남구 압구정동,20221,78655,36394,42261
161,강남구 압구정동,20222,78247,36212,42035
162,강남구 압구정동,20223,77837,35961,41876
163,강남구 압구정동,20224,77277,35672,41605
164,강남구 압구정동,20231,77134,35652,41482
165,강남구 압구정동,20232,76859,35581,41278
166,강남구 압구정동,20233,76796,35512,41284
167,강남구 압구정동,20234,76779,35513,41266
168,강남구 압구정동,20241,76748,35556,41192
169,강남구 압구정동,20242,76592,35487,41105
170,강남구 역삼1동,20221,106381,51796,54585
171,강남구 역삼1동,20222,105658,51363,54295
172,강남구 역삼1동,20223,104885,50972,53913
173,강남구 역삼1동,20224,103743,50505,53238
174,강남구 역삼1동,20231,103263,50309,52954
175,강남구 역삼1동,20232,102885,50115,52770
176,강남구 역삼1동,20233,102996,50289,52707
177,강남구 역삼1동,20234,102651,50122,52529
178,강남구 역삼1동,20241,102439,50070,52369
179,강남구 역삼1동,20242,102599,50205,52394
180,강남구 역삼2동,20221,107959,50596,57363
181,강남구 역삼2동,20222,108643,50865,57778
182,강남구 역삼2동,20223,110755,51859,58896
183,강남구 역삼2동,20224,110931,51915,59016
184,강남구 역삼2동,20231,111041,51968,59073
185,강남구 역삼2동,20232,110729,51714,59015
186,강남구 역삼2동,20233,110550,51511,59039
187,강남구 역삼2동,20234,109484,51054,58430
188,강남구 역삼2동,20241,108980,50798,58182
189,강남구 역삼2동,20242,108822,50697,58125
190,강남구 일원1동,20221,45219,22114,23105
191,강남구 일원1동,20222,45026,21936,23090
192,강남구 일원1동,20223,44850,21813,23037
193,강남구 일원1동,20224,44593,21661,22932
194,강남구 일원1동,20231,44431,21560,22871
195,강남구 일원1동,20232,44003,21323,22680
196,강남구 일원1동,20233,43922,21286,22636
197,강남구 일원1동,20234,43803,21220,22583
198,강남구 일원1동,20241,43486,21076,22410
199,강남구 일원1동,20242,43071,20797,22274
200,강남구 일원본동,20221,69552,34375,35177
201,강남구 일원본동,20222,69308,34275,35033
202,강남구 일원본동,20223,69273,34290,34983
203,강남구 일원본동,20224,68938,34148,34790
204,강남구 일원본동,20231,68809,34065,34744
205,강남구 일원본동,20232,68491,33878,34613
206,강남구 일원본동,20233,68531,33858,34673
207,강남구 일원본동,20234,68545,33806,34739
208,강남구 일원본동,20241,68176,33581,34595
209,강남구 일원본동,20242,67998,33491,34507
210,강남구 청담동,20221,76774,35839,40935
211,강남구 청담동,20222,76392,35679,40713
212,강남구 청담동,20223,76148,35534,40614
213,강남구 청담동,20224,75718,35415,40303
214,강남구 청담동,20231,75595,35318,40277
215,강남구 청담동,20232,75225,35227,39998
216,강남구 청담동,20233,74652,34951,39701
217,강남구 청담동,20234,74062,34585,39477
218,강남구 청담동,20241,73843,34412,39431
219,강남구 청담동,20242,73583,34240,39343
220,강동구 강일동,20221,98447,47293,51154
221,강동구 강일동,20222,98720,47384,51336
222,강동구 강일동,20223,98946,47506,51440
223,강동구 강일동,20224,98645,47362,51283
224,강동구 강일동,20231,98663,47382,51281
225,강동구 강일동,20232,98504,47133,51371
226,강동구 강일동,20233,98024,46829,51195
227,강동구 강일동,20234,100173,47894,52279
228,강동구 강일동,20241,103509,49560,53949
229,강동구 강일동,20242,103754,49717,54037
230,강동구 고덕1동,20221,72220,36719,35501
231,강동구 고덕1동,20222,71517,36355,35162
232,강동구 고덕1동,20223,71461,36307,35154
233,강동구 고덕1동,20224,71385,36243,35142
234,강동구 고덕1동,20231,71485,36334,35151
235,강동구 고덕1동,20232,71583,36437,35146
236,강동구 고덕1동,20233,71759,36534,35225
237,강동구 고덕1동,20234,71915,36604,35311
238,강동구 고덕1동,20241,71733,36561,35172
239,강동구 고덕1동,20242,71566,36496,35070
240,강동구 고덕2동,20221,67052,33759,33293
241,강동구 고덕2동,20222,67286,33893,33393
242,강동구 고덕2동,20223,67534,33981,33553
243,강동구 고덕2동,20224,67637,34057,33580
244,강동구 고덕2동,20231,68099,34351,33748
245,강동구 고덕2동,20232,68155,34331,33824
246,강동구 고덕2동,20233,68312,34363,33949
247,강동구 고덕2동,20234,68416,34398,34018
248,강동구 고덕2동,20241,70901,35664,35237
249,강동구 고덕2동,20242,74161,37254,36907
250,강동구 길동,20221,136761,66834,69927
251,강동구 길동,20222,136147,66555,69592
252,강동구 길동,20223,135697,66294,69403
253,강동구 길동,20224,135186,65938,69248
254,강동구 길동,20231,134791,65753,69038
255,강동구 길동,20232,134406,65525,68881
256,강동구 길동,20233,134088,65324,68764
257,강동구 길동,20234,133970,65251,68719
258,강동구 길동,20241,134005,65242,68763
259,강동구 길동,20242,134174,65264,68910
260,강동구 둔촌1동,20221,397,223,174
261,강동구 둔촌1동,20222,396,222,174
262,강동구 둔촌1동,20223,333,188,145
263,강동구 둔촌1동,20224,202,112,90
264,강동구 둔촌1동,20231,193,106,87
265,강동구 둔촌1동,20232,189,103,86
266,강동구 둔촌1동,20233,184,100,84
267,강동구 둔촌1동,20234,156,87,69
268,강동구 둔촌1동,20241,156,87,69
269,강동구 둔촌1동,20242,153,84,69
270,강동구 둔촌2동,20221,73741,36332,37409
271,강동구 둔촌2동,20222,73329,36059,37270
272,강동구 둔촌2동,20223,72940,35837,37103
273,강동구 둔촌2동,20224,72596,35644,36952
274,강동구 둔촌2동,20231,72407,35559,36848
275,강동구 둔촌2동,20232,72187,35492,36695
276,강동구 둔촌2동,20233,72598,35658,36940
277,강동구 둔촌2동,20234,72875,35691,37184
278,강동구 둔촌2동,20241,72834,35673,37161
279,강동구 둔촌2동,20242,72357,35427,36930
280,강동구 명일1동,20221,77492,37728,39764
281,강동구 명일1동,20222,77184,37543,39641
282,강동구 명일1동,20223,76989,37429,39560
283,강동구 명일1동,20224,76737,37378,39359
284,강동구 명일1동,20231,76470,37244,39226
285,강동구 명일1동,20232,76445,37287,39158
286,강동구 명일1동,20233,76074,37146,38928
287,강동구 명일1동,20234,75876,37100,38776
288,강동구 명일1동,20241,75530,36896,38634
289,강동구 명일1동,20242,75331,36758,38573
290,강동구 명일2동,20221,52523,25750,26773
291,강동구 명일2동,20222,52227,25511,26716
292,강동구 명일2동,20223,52052,25445,26607
293,강동구 명일2동,20224,51842,25319,26523
294,강동구 명일2동,20231,51760,25233,26527
295,강동구 명일2동,20232,51645,25135,26510
296,강동구 명일2동,20233,51615,25124,26491
297,강동구 명일2동,20234,51311,25005,26306
298,강동구 명일2동,20241,50979,24823,26156
299,강동구 명일2동,20242,50547,24615,25932
300,강동구 상일1동,20221,116200,57312,58888
301,강동구 상일1동,20222,116568,57424,59144
302,강동구 상일1동,20223,116787,57480,59307
303,강동구 상일1동,20224,116990,57569,59421
304,강동구 상일1동,20231,117692,57859,59833
305,강동구 상일1동,20232,117866,57912,59954
306,강동구 상일1동,20233,117966,57954,60012
307,강동구 상일1동,20234,117916,57974,59942
308,강동구 상일1동,20241,117756,57860,59896
309,강동구 상일1동,20242,117626,57800,59826
310,강동구 상일2동,20221,30574,14362,16212
311,강동구 상일2동,20222,33710,15816,17894
312,강동구 상일2동,20223,35687,16666,19021
313,강동구 상일2동,20224,35673,16666,19007
314,강동구 상일2동,20231,35813,16692,19121
315,강동구 상일2동,20232,35781,16666,19115
316,강동구 상일2동,20233,35593,16557,19036
317,강동구 상일2동,20234,35269,16392,18877
318,강동구 상일2동,20241,36767,17091,19676
319,강동구 상일2동,20242,40575,18964,21611
320,강동구 성내1동,20221,59834,28813,31021
321,강동구 성내1동,20222,59729,28712,31017
322,강동구 성내1동,20223,59611,28614,30997
323,강동구 성내1동,20224,59278,28470,30808
324,강동구 성내1동,20231,58957,28334,30623
325,강동구 성내1동,20232,58806,28187,30619
326,강동구 성내1동,20233,58588,28073,30515
327,강동구 성내1동,20234,58271,27892,30379
328,강동구 성내1동,20241,57957,27731,30226
329,강동구 성내1동,20242,57859,27720,30139
330,강동구 성내2동,20221,70287,34630,35657
331,강동구 성내2동,20222,69750,34341,35409
332,강동구 성내2동,20223,69520,34199,35321
333,강동구 성내2동,20224,69238,34031,35207
334,강동구 성내2동,20231,68777,33830,34947
335,강동구 성내2동,20232,68343,33670,34673
336,강동구 성내2동,20233,68544,33676,34868
337,강동구 성내2동,20234,70249,34255,35994
338,강동구 성내2동,20241,70685,34396,36289
339,강동구 성내2동,20242,71611,34866,36745
340,강동구 성내3동,20221,69043,33858,35185
341,강동구 성내3동,20222,68830,33653,35177
342,강동구 성내3동,20223,68849,33699,35150
343,강동구 성내3동,20224,68425,33463,34962
344,강동구 성내3동,20231,68242,33394,34848
345,강동구 성내3동,20232,67762,33158,34604
346,강동구 성내3동,20233,67470,32961,34509
347,강동구 성내3동,20234,67363,32891,34472
348,강동구 성내3동,20241,67153,32775,34378
349,강동구 성내3동,20242,66688,32541,34147
350,강동구 암사1동,20221,103276,51229,52047
351,강동구 암사1동,20222,102802,50939,51863
352,강동구 암사1동,20223,102386,50755,51631
353,강동구 암사1동,20224,102032,50492,51540
354,강동구 암사1동,20231,102079,50505,51574
355,강동구 암사1동,20232,102080,50448,51632
356,강동구 암사1동,20233,101827,50281,51546
357,강동구 암사1동,20234,101294,50105,51189
358,강동구 암사1동,20241,101123,50033,51090
359,강동구 암사1동,20242,100755,49851,50904
360,강동구 암사2동,20221,45462,22016,23446
361,강동구 암사2동,20222,45380,21951,23429
362,강동구 암사2동,20223,45284,21919,23365
363,강동구 암사2동,20224,45101,21823,23278
364,강동구 암사2동,20231,44878,21703,23175
365,강동구 암사2동,20232,44775,21627,23148
366,강동구 암사2동,20233,44711,21568,23143
367,강동구 암사2동,20234,44616,21516,23100
368,강동구 암사2동,20241,44289,21333,22956
369,강동구 암사2동,20242,44168,21233,22935
370,강동구 암사3동,20221,53520,26207,27313
371,강동구 암사3동,20222,52933,25920,27013
372,강동구 암사3동,20223,52468,25689,26779
373,강동구 암사3동,20224,52265,25549,26716
374,강동구 암사3동,20231,52388,25608,26780
375,강동구 암사3동,20232,52243,25537,26706
376,강동구 암사3동,20233,52035,25472,26563
377,강동구 암사3동,20234,51664,25336,26328
378,강동구 암사3동,20241,51574,25273,26301
379,강동구 암사3동,20242,51540,25246,26294
380,강동구 천호1동,20221,80133,39358,40775
381,강동구 천호1동,20222,79827,39179,40648
382,강동구 천호1동,20223,79797,39181,40616
383,강동구 천호1동,20224,79384,38982,40402
384,강동구 천호1동,20231,79209,38953,40256
385,강동구 천호1동,20232,78771,38750,40021
386,강동구 천호1동,20233,78462,38574,39888
387,강동구 천호1동,20234,78099,38393,39706
388,강동구 천호1동,20241,77771,38170,39601
389,강동구 천호1동,20242,77403,37850,39553
390,강동구 천호2동,20221,99337,48655,50682
391,강동구 천호2동,20222,98946,48470,50476
392,강동구 천호2동,20223,99416,48681,50735
393,강동구 천호2동,20224,99620,48712,50908
394,강동구 천호2동,20231,99701,48738,50963
395,강동구 천호2동,20232,99492,48635,50857
396,강동구 천호2동,20233,98962,48350,50612
397,강동구 천호2동,20234,98548,48079,50469
398,강동구 천호2동,20241,98129,47768,50361
399,강동구 천호2동,20242,97798,47500,50298
400,강동구 천호3동,20221,79425,38622,40803
401,강동구 천호3동,20222,78994,38350,40644
402,강동구 천호3동,20223,78743,38152,40591
403,강동구 천호3동,20224,78502,37957,40545
404,강동구 천호3동,20231,78799,38074,40725
405,강동구 천호3동,20232,78762,38047,40715
406,강동구 천호3동,20233,78587,37928,40659
407,강동구 천호3동,20234,78302,37730,40572
408,강동구 천호3동,20241,78420,37775,40645
409,강동구 천호3동,20242,78720,37866,40854
410,강북구 미아동,20221,64305,30894,33411
411,강북구 미아동,20222,64049,30727,33322
412,강북구 미아동,20223,63901,30693,33208
413,강북구 미아동,20224,63504,30509,32995
414,강북구 미아동,20231,63400,30417,32983
415,강북구 미아동,20232,63243,30284,32959
416,강북구 미아동,20233,63027,30183,32844
417,강북구 미아동,20234,62682,30010,32672
418,강북구 미아동,20241,62287,29742,32545
419,강북구 미아동,20242,62154,29680,32474
420,강북구 번1동,20221,55127,27839,27288
421,강북구 번1동,20222,55178,27769,27409
422,강북구 번1동,20223,54957,27698,27259
423,강북구 번1동,20224,54467,27434,27033
424,강북구 번1동,20231,54315,27301,27014
425,강북구 번1동,20232,53940,27022,26918
426,강북구 번1동,20233,53533,26751,26782
427,강북구 번1동,20234,52747,26297,26450
428,강북구 번1동,20241,50700,25214,25486
429,강북구 번1동,20242,49417,24560,24857
430,강북구 번2동,20221,47149,22785,24364
431,강북구 번2동,20222,46714,22571,24143
432,강북구 번2동,20223,46422,22418,24004
433,강북구 번2동,20224,46066,22217,23849
434,강북구 번2동,20231,45758,22088,23670
435,강북구 번2동,20232,45438,21861,23577
436,강북구 번2동,20233,45059,21592,23467
437,강북구 번2동,20234,44697,21439,23258
438,강북구 번2동,20241,44488,21325,23163
439,강북구 번2동,20242,44305,21231,23074
440,강북구 번3동,20221,50258,23527,26731
441,강북구 번3동,20222,49879,23329,26550
442,강북구 번3동,20223,49576,23177,26399
443,강북구 번3동,20224,49275,23049,26226
444,강북구 번3동,20231,48909,22849,26060
445,강북구 번3동,20232,49273,22970,26303
446,강북구 번3동,20233,49318,22997,26321
447,강북구 번3동,20234,49083,22858,26225
448,강북구 번3동,20241,48862,22713,26149
449,강북구 번3동,20242,48559,22552,26007
450,강북구 삼각산동,20221,93479,44870,48609
451,강북구 삼각산동,20222,92876,44604,48272
452,강북구 삼각산동,20223,92501,44392,48109
453,강북구 삼각산동,20224,92390,44310,48080
454,강북구 삼각산동,20231,92343,44280,48063
455,강북구 삼각산동,20232,92249,44270,47979
456,강북구 삼각산동,20233,92225,44255,47970
457,강북구 삼각산동,20234,91884,44076,47808
458,강북구 삼각산동,20241,91667,43968,47699
459,강북구 삼각산동,20242,91242,43742,47500
460,강북구 삼양동,20221,70548,35243,35305
461,강북구 삼양동,20222,70222,35074,35148
462,강북구 삼양동,20223,69591,34703,34888
463,강북구 삼양동,20224,68870,34318,34552
464,강북구 삼양동,20231,68536,34150,34386
465,강북구 삼양동,20232,68230,33992,34238
466,강북구 삼양동,20233,67821,33795,34026
467,강북구 삼양동,20234,67341,33522,33819
468,강북구 삼양동,20241,67014,33348,33666
469,강북구 삼양동,20242,66726,33105,33621
470,강북구 송중동,20221,88144,42413,45731
471,강북구 송중동,20222,88081,42356,45725
472,강북구 송중동,20223,88412,42524,45888
473,강북구 송중동,20224,88015,42343,45672
474,강북구 송중동,20231,87624,42199,45425
475,강북구 송중동,20232,87077,42014,45063
476,강북구 송중동,20233,86529,41655,44874
477,강북구 송중동,20234,85973,41356,44617
478,강북구 송중동,20241,85590,41123,44467
479,강북구 송중동,20242,85039,40836,44203
480,강북구 송천동,20221,78574,38953,39621
481,강북구 송천동,20222,77880,38541,39339
482,강북구 송천동,20223,77434,38278,39156
483,강북구 송천동,20224,76820,37999,38821
484,강북구 송천동,20231,76519,37875,38644
485,강북구 송천동,20232,75788,37587,38201
486,강북구 송천동,20233,75158,37355,37803
487,강북구 송천동,20234,74423,36946,37477
488,강북구 송천동,20241,74099,36780,37319
489,강북구 송천동,20242,73741,36602,37139
490,강북구 수유1동,20221,61787,30463,31324
491,강북구 수유1동,20222,61399,30193,31206
492,강북구 수유1동,20223,61494,30251,31243
493,강북구 수유1동,20224,60947,29958,30989
494,강북구 수유1동,20231,60732,29822,30910
495,강북구 수유1동,20232,60414,29595,30819
496,강북구 수유1동,20233,60058,29453,30605
497,강북구 수유1동,20234,59728,29252,30476
498,강북구 수유1동,20241,59435,29029,30406
499,강북구 수유1동,20242,59236,28924,30312
500,강북구 수유2동,20221,63642,30357,33285
501,강북구 수유2동,20222,63401,30171,33230
502,강북구 수유2동,20223,63128,30010,33118
503,강북구 수유2동,20224,62723,29833,32890
504,강북구 수유2동,20231,62575,29754,32821
505,강북구 수유2동,20232,62357,29617,32740
506,강북구 수유2동,20233,62080,29423,32657
507,강북구 수유2동,20234,61716,29248,32468
508,강북구 수유2동,20241,61433,29097,32336
509,강북구 수유2동,20242,61235,29031,32204
510,강북구 수유3동,20221,69023,34360,34663
511,강북구 수유3동,20222,69226,34379,34847
512,강북구 수유3동,20223,69244,34321,34923
513,강북구 수유3동,20224,69050,34126,34924
514,강북구 수유3동,20231,69022,34080,34942
515,강북구 수유3동,20232,68998,33956,35042
516,강북구 수유3동,20233,69136,33915,35221
517,강북구 수유3동,20234,69010,33887,35123
518,강북구 수유3동,20241,69018,33875,35143
519,강북구 수유3동,20242,68769,33730,35039
520,강북구 우이동,20221,61383,29655,31728
521,강북구 우이동,20222,61229,29522,31707
522,강북구 우이동,20223,61103,29465,31638
523,강북구 우이동,20224,60749,29257,31492
524,강북구 우이동,20231,60532,29081,31451
525,강북구 우이동,20232,60253,28914,31339
526,강북구 우이동,20233,59894,28713,31181
527,강북구 우이동,20234,59558,28493,31065
528,강북구 우이동,20241,59392,28377,31015
529,강북구 우이동,20242,59467,28311,31156
530,강북구 인수동,20221,90766,43850,46916
531,강북구 인수동,20222,90187,43541,46646
532,강북구 인수동,20223,89675,43257,46418
533,강북구 인수동,20224,89197,42990,46207
534,강북구 인수동,20231,88929,42821,46108
535,강북구 인수동,20232,88466,42634,45832
536,강북구 인수동,20233,87925,42442,45483
537,강북구 인수동,20234,87378,42165,45213
538,강북구 인수동,20241,86945,41870,45075
539,강북구 인수동,20242,86576,41648,44928
540,강서구 가양1동,20221,102339,46731,55608
541,강서구 가양1동,20222,102458,46710,55748
542,강서구 가양1동,20223,102526,46682,55844
543,강서구 가양1동,20224,102347,46642,55705
544,강서구 가양1동,20231,102279,46455,55824
545,강서구 가양1동,20232,102229,46231,55998
546,강서구 가양1동,20233,102021,45945,56076
547,강서구 가양1동,20234,101847,45717,56130
548,강서구 가양1동,20241,101376,45480,55896
549,강서구 가양1동,20242,101030,45374,55656
550,강서구 가양2동,20221,41870,19805,22065
551,강서구 가양2동,20222,41782,19732,22050
552,강서구 가양2동,20223,41826,19756,22070
553,강서구 가양2동,20224,41523,19590,21933
554,강서구 가양2동,20231,41331,19512,21819
555,강서구 가양2동,20232,40940,19275,21665
556,강서구 가양2동,20233,40649,19086,21563
557,강서구 가양2동,20234,40437,18974,21463
558,강서구 가양2동,20241,40280,18906,21374
559,강서구 가양2동,20242,40082,18814,21268
560,강서구 가양3동,20221,44856,20840,24016
561,강서구 가양3동,20222,44534,20722,23812
562,강서구 가양3동,20223,44182,20531,23651
563,강서구 가양3동,20224,43813,20314,23499
564,강서구 가양3동,20231,43502,20170,23332
565,강서구 가양3동,20232,43296,20010,23286
566,강서구 가양3동,20233,42869,19744,23125
567,강서구 가양3동,20234,42499,19496,23003
568,강서구 가양3동,20241,42107,19305,22802
569,강서구 가양3동,20242,41977,19317,22660
570,강서구 공항동,20221,92226,46525,45701
571,강서구 공항동,20222,92109,46425,45684
572,강서구 공항동,20223,91802,46297,45505
573,강서구 공항동,20224,91207,46043,45164
574,강서구 공항동,20231,90757,45834,44923
575,강서구 공항동,20232,90265,45717,44548
576,강서구 공항동,20233,89532,45244,44288
577,강서구 공항동,20234,88658,44773,43885
578,강서구 공항동,20241,88222,44561,43661
579,강서구 공항동,20242,88231,44578,43653
580,강서구 등촌1동,20221,73078,33834,39244
581,강서구 등촌1동,20222,74145,34236,39909
582,강서구 등촌1동,20223,74411,34362,40049
583,강서구 등촌1동,20224,74330,34245,40085
584,강서구 등촌1동,20231,74286,34239,40047
585,강서구 등촌1동,20232,74459,34319,40140
586,강서구 등촌1동,20233,74591,34398,40193
587,강서구 등촌1동,20234,74789,34500,40289
588,강서구 등촌1동,20241,74900,34600,40300
589,강서구 등촌1동,20242,75105,34562,40543
590,강서구 등촌2동,20221,60622,29582,31040
591,강서구 등촌2동,20222,60075,29242,30833
592,강서구 등촌2동,20223,59632,28995,30637
593,강서구 등촌2동,20224,59294,28831,30463
594,강서구 등촌2동,20231,58993,28651,30342
595,강서구 등촌2동,20232,58612,28467,30145
596,강서구 등촌2동,20233,58360,28334,30026
597,강서구 등촌2동,20234,58130,28256,29874
598,강서구 등촌2동,20241,57832,28121,29711
599,강서구 등촌2동,20242,57681,28118,29563
600,강서구 등촌3동,20221,91545,43289,48256
601,강서구 등촌3동,20222,91126,43080,48046
602,강서구 등촌3동,20223,90372,42796,47576
603,강서구 등촌3동,20224,89803,42526,47277
604,강서구 등촌3동,20231,89099,42132,46967
605,강서구 등촌3동,20232,88770,41982,46788
606,강서구 등촌3동,20233,88737,41950,46787
607,강서구 등촌3동,20234,88356,41696,46660
