,dong,quarter,pop_total,pop_male,pop_female
1043,광진구 자양4동,20224,53743,26795,26948
1044,광진구 자양4동,20231,53957,26875,27082
1045,광진구 자양4동,20232,53884,26802,27082
1046,광진구 자양4동,20233,57338,28397,28941
1047,광진구 자양4동,20234,59592,29468,30124
1048,광진구 자양4동,20241,59566,29392,30174
1049,광진구 자양4동,20242,59315,29197,30118
1050,광진구 중곡1동,20221,46308,22423,23885
1051,광진구 중곡1동,20222,46019,22248,23771
1052,광진구 중곡1동,20223,45780,22082,23698
1053,광진구 중곡1동,20224,45905,22010,23895
1054,광진구 중곡1동,20231,46164,22036,24128
1055,광진구 중곡1동,20232,46212,21963,24249
1056,광진구 중곡1동,20233,45790,21700,24090
1057,광진구 중곡1동,20234,45765,21697,24068
1058,광진구 중곡1동,20241,45659,21595,24064
1059,광진구 중곡1동,20242,45490,21516,23974
1060,광진구 중곡2동,20221,64174,30247,33927
1061,광진구 중곡2동,20222,63782,30052,33730
1062,광진구 중곡2동,20223,63307,29836,33471
1063,광진구 중곡2동,20224,63016,29724,33292
1064,광진구 중곡2동,20231,62794,29585,33209
1065,광진구 중곡2동,20232,62394,29420,32974
1066,광진구 중곡2동,20233,62031,29245,32786
1067,광진구 중곡2동,20234,61693,29005,32688
1068,광진구 중곡2동,20241,61359,28869,32490
1069,광진구 중곡2동,20242,61039,28757,32282
1070,광진구 중곡3동,20221,48282,23949,24333
1071,광진구 중곡3동,20222,48167,23909,24258
1072,광진구 중곡3동,20223,48032,23779,24253
1073,광진구 중곡3동,20224,47823,23667,24156
1074,광진구 중곡3동,20231,47832,23663,24169
1075,광진구 중곡3동,20232,47689,23550,24139
1076,광진구 중곡3동,20233,47387,23332,24055
1077,광진구 중곡3동,20234,47227,23297,23930
1078,광진구 중곡3동,20241,46974,23151,23823
1079,광진구 중곡3동,20242,46584,22959,23625
1080,광진구 중곡4동,20221,85501,41831,43670
1081,광진구 중곡4동,20222,84971,41554,43417
1082,광진구 중곡4동,20223,84518,41343,43175
1083,광진구 중곡4동,20224,84122,41155,42967
1084,광진구 중곡4동,20231,83752,40943,42809
1085,광진구 중곡4동,20232,83493,40749,42744
1086,광진구 중곡4동,20233,83044,40516,42528
1087,광진구 중곡4동,20234,82812,40338,42474
1088,광진구 중곡4동,20241,82599,40243,42356
1089,광진구 중곡4동,20242,82545,40189,42356
1090,광진구 화양동,20221,70516,33654,36862
1091,광진구 화양동,20222,71183,33940,37243
1092,광진구 화양동,20223,71216,33839,37377
1093,광진구 화양동,20224,70619,33568,37051
1094,광진구 화양동,20231,70315,33481,36834
1095,광진구 화양동,20232,70213,33323,36890
1096,광진구 화양동,20233,70374,33366,37008
1097,광진구 화양동,20234,69839,33084,36755
1098,광진구 화양동,20241,69751,32976,36775
1099,광진구 화양동,20242,69744,32877,36867
1100,구로구 가리봉동,20221,27105,14832,12273
1101,구로구 가리봉동,20222,27196,14835,12361
1102,구로구 가리봉동,20223,27001,14777,12224
1103,구로구 가리봉동,20224,26801,14679,12122
1104,구로구 가리봉동,20231,26848,14721,12127
1105,구로구 가리봉동,20232,26830,14690,12140
1106,구로구 가리봉동,20233,26581,14566,12015
1107,구로구 가리봉동,20234,26317,14452,11865
1108,구로구 가리봉동,20241,26236,14434,11802
1109,구로구 가리봉동,20242,26236,14432,11804
1110,구로구 개봉1동,20221,101113,50408,50705
1111,구로구 개봉1동,20222,100879,50274,50605
1112,구로구 개봉1동,20223,100601,50091,50510
1113,구로구 개봉1동,20224,100147,49831,50316
1114,구로구 개봉1동,20231,99998,49722,50276
1115,구로구 개봉1동,20232,100041,49729,50312
1116,구로구 개봉1동,20233,99915,49649,50266
1117,구로구 개봉1동,20234,99546,49405,50141
1118,구로구 개봉1동,20241,99050,49045,50005
1119,구로구 개봉1동,20242,98567,48808,49759
1120,구로구 개봉2동,20221,92376,44992,47384
1121,구로구 개봉2동,20222,91808,44770,47038
1122,구로구 개봉2동,20223,91565,44624,46941
1123,구로구 개봉2동,20224,90949,44283,46666
1124,구로구 개봉2동,20231,90400,43978,46422
1125,구로구 개봉2동,20232,90447,43925,46522
1126,구로구 개봉2동,20233,90143,43699,46444
1127,구로구 개봉2동,20234,89430,43332,46098
1128,구로구 개봉2동,20241,88879,42993,45886
1129,구로구 개봉2동,20242,88666,42849,45817
1130,구로구 개봉3동,20221,60719,29501,31218
1131,구로구 개봉3동,20222,60638,29441,31197
1132,구로구 개봉3동,20223,60201,29214,30987
1133,구로구 개봉3동,20224,59737,28992,30745
1134,구로구 개봉3동,20231,59563,28905,30658
1135,구로구 개봉3동,20232,59521,28863,30658
1136,구로구 개봉3동,20233,59323,28764,30559
1137,구로구 개봉3동,20234,58920,28581,30339
1138,구로구 개봉3동,20241,58473,28393,30080
1139,구로구 개봉3동,20242,58243,28252,29991
1140,구로구 고척1동,20221,66579,33147,33432
1141,구로구 고척1동,20222,65771,32724,33047
1142,구로구 고척1동,20223,65353,32525,32828
1143,구로구 고척1동,20224,73165,36547,36618
1144,구로구 고척1동,20231,77205,38541,38664
1145,구로구 고척1동,20232,78266,39057,39209
1146,구로구 고척1동,20233,78832,39294,39538
1147,구로구 고척1동,20234,79080,39387,39693
1148,구로구 고척1동,20241,79447,39613,39834
1149,구로구 고척1동,20242,79856,39866,39990
1150,구로구 고척2동,20221,79706,39491,40215
1151,구로구 고척2동,20222,79404,39321,40083
1152,구로구 고척2동,20223,79055,39130,39925
1153,구로구 고척2동,20224,78435,38782,39653
1154,구로구 고척2동,20231,78363,38725,39638
1155,구로구 고척2동,20232,78030,38527,39503
1156,구로구 고척2동,20233,77967,38461,39506
1157,구로구 고척2동,20234,77564,38201,39363
1158,구로구 고척2동,20241,77258,38049,39209
1159,구로구 고척2동,20242,76899,37848,39051
1160,구로구 구로1동,20221,62369,30528,31841
1161,구로구 구로1동,20222,62299,30493,31806
1162,구로구 구로1동,20223,62235,30438,31797
1163,구로구 구로1동,20224,61999,30297,31702
1164,구로구 구로1동,20231,61829,30175,31654
1165,구로구 구로1동,20232,61808,30178,31630
1166,구로구 구로1동,20233,61770,30150,31620
1167,구로구 구로1동,20234,61603,30055,31548
1168,구로구 구로1동,20241,61530,29981,31549
1169,구로구 구로1동,20242,61425,29939,31486
1170,구로구 구로2동,20221,71134,35826,35308
1171,구로구 구로2동,20222,70635,35569,35066
1172,구로구 구로2동,20223,70140,35383,34757
1173,구로구 구로2동,20224,69474,35018,34456
1174,구로구 구로2동,20231,69046,34771,34275
1175,구로구 구로2동,20232,68604,34439,34165
1176,구로구 구로2동,20233,68027,34151,33876
1177,구로구 구로2동,20234,67458,33823,33635
1178,구로구 구로2동,20241,67145,33654,33491
1179,구로구 구로2동,20242,67000,33639,33361
1180,구로구 구로3동,20221,70713,36372,34341
1181,구로구 구로3동,20222,70797,36483,34314
1182,구로구 구로3동,20223,70836,36494,34342
1183,구로구 구로3동,20224,70435,36314,34121
1184,구로구 구로3동,20231,70297,36246,34051
1185,구로구 구로3동,20232,70123,36167,33956
1186,구로구 구로3동,20233,70005,36217,33788
1187,구로구 구로3동,20234,69938,36204,33734
1188,구로구 구로3동,20241,69714,36009,33705
1189,구로구 구로3동,20242,69465,35864,33601
1190,구로구 구로4동,20221,58858,28503,30355
1191,구로구 구로4동,20222,58407,28235,30172
1192,구로구 구로4동,20223,58100,28062,30038
1193,구로구 구로4동,20224,57673,27876,29797
1194,구로구 구로4동,20231,57346,27722,29624
1195,구로구 구로4동,20232,57020,27513,29507
1196,구로구 구로4동,20233,56595,27305,29290
1197,구로구 구로4동,20234,56157,27056,29101
1198,구로구 구로4동,20241,55803,26888,28915
1199,구로구 구로4동,20242,55397,26635,28762
1200,구로구 구로5동,20221,87923,42633,45290
1201,구로구 구로5동,20222,88486,42799,45687
1202,구로구 구로5동,20223,88463,42743,45720
1203,구로구 구로5동,20224,87941,42511,45430
1204,구로구 구로5동,20231,87932,42573,45359
1205,구로구 구로5동,20232,88015,42628,45387
1206,구로구 구로5동,20233,87764,42533,45231
1207,구로구 구로5동,20234,87451,42458,44993
1208,구로구 구로5동,20241,87460,42504,44956
1209,구로구 구로5동,20242,87405,42494,44911
1210,구로구 수궁동,20221,70157,34588,35569
1211,구로구 수궁동,20222,69819,34398,35421
1212,구로구 수궁동,20223,69568,34235,35333
1213,구로구 수궁동,20224,69209,34018,35191
1214,구로구 수궁동,20231,68925,33836,35089
1215,구로구 수궁동,20232,68655,33667,34988
1216,구로구 수궁동,20233,68470,33555,34915
1217,구로구 수궁동,20234,68257,33414,34843
1218,구로구 수궁동,20241,67957,33234,34723
1219,구로구 수궁동,20242,67728,33091,34637
1220,구로구 신도림동,20221,108073,52470,55603
1221,구로구 신도림동,20222,107991,52432,55559
1222,구로구 신도림동,20223,107816,52271,55545
1223,구로구 신도림동,20224,107583,52083,55500
1224,구로구 신도림동,20231,107380,51895,55485
1225,구로구 신도림동,20232,107192,51707,55485
1226,구로구 신도림동,20233,107231,51780,55451
1227,구로구 신도림동,20234,107814,51947,55867
1228,구로구 신도림동,20241,108255,52091,56164
1229,구로구 신도림동,20242,108189,52064,56125
1230,구로구 오류1동,20221,67483,32725,34758
1231,구로구 오류1동,20222,67206,32526,34680
1232,구로구 오류1동,20223,67126,32382,34744
1233,구로구 오류1동,20224,67464,32383,35081
1234,구로구 오류1동,20231,67889,32395,35494
1235,구로구 오류1동,20232,67934,32420,35514
1236,구로구 오류1동,20233,68247,32514,35733
1237,구로구 오류1동,20234,68079,32389,35690
1238,구로구 오류1동,20241,67977,32382,35595
1239,구로구 오류1동,20242,67811,32321,35490
1240,구로구 오류2동,20221,115206,55423,59783
1241,구로구 오류2동,20222,114754,55135,59619
1242,구로구 오류2동,20223,114717,55029,59688
1243,구로구 오류2동,20224,114032,54574,59458
1244,구로구 오류2동,20231,113734,54363,59371
1245,구로구 오류2동,20232,113192,54048,59144
1246,구로구 오류2동,20233,112897,53922,58975
1247,구로구 오류2동,20234,112184,53524,58660
1248,구로구 오류2동,20241,111313,53061,58252
1249,구로구 오류2동,20242,109883,52323,57560
1250,구로구 항동,20221,49239,24078,25161
1251,구로구 항동,20222,49461,24150,25311
1252,구로구 항동,20223,49395,24071,25324
1253,구로구 항동,20224,49294,23987,25307
1254,구로구 항동,20231,49311,23957,25354
1255,구로구 항동,20232,49227,23919,25308
1256,구로구 항동,20233,49271,23911,25360
1257,구로구 항동,20234,49033,23739,25294
1258,구로구 항동,20241,48872,23647,25225
1259,구로구 항동,20242,48871,23645,25226
1260,금천구 가산동,20221,71404,38652,32752
1261,금천구 가산동,20222,72030,38909,33121
1262,금천구 가산동,20223,72634,39160,33474
1263,금천구 가산동,20224,72700,39145,33555
1264,금천구 가산동,20231,72743,39200,33543
1265,금천구 가산동,20232,73677,39638,34039
1266,금천구 가산동,20233,74125,39886,34239
1267,금천구 가산동,20234,74042,39878,34164
1268,금천구 가산동,20241,74812,40252,34560
1269,금천구 가산동,20242,75042,40420,34622
1270,금천구 독산1동,20221,135479,69378,66101
1271,금천구 독산1동,20222,136932,70167,66765
1272,금천구 독산1동,20223,137492,70345,67147
1273,금천구 독산1동,20224,137492,70267,67225
1274,금천구 독산1동,20231,138250,70654,67596
1275,금천구 독산1동,20232,138854,70827,68027
1276,금천구 독산1동,20233,139278,70886,68392
1277,금천구 독산1동,20234,139116,70688,68428
1278,금천구 독산1동,20241,139536,70874,68662
1279,금천구 독산1동,20242,140633,71379,69254
1280,금천구 독산2동,20221,56103,28407,27696
1281,금천구 독산2동,20222,55807,28255,27552
1282,금천구 독산2동,20223,55415,27992,27423
1283,금천구 독산2동,20224,54731,27660,27071
1284,금천구 독산2동,20231,54466,27471,26995
1285,금천구 독산2동,20232,54200,27314,26886
1286,금천구 독산2동,20233,53966,27161,26805
1287,금천구 독산2동,20234,53549,26932,26617
1288,금천구 독산2동,20241,53294,26847,26447
1289,금천구 독산2동,20242,52936,26694,26242
1290,금천구 독산3동,20221,72574,36337,36237
1291,금천구 독산3동,20222,72733,36399,36334
1292,금천구 독산3동,20223,72752,36457,36295
1293,금천구 독산3동,20224,72291,36209,36082
1294,금천구 독산3동,20231,71955,36069,35886
1295,금천구 독산3동,20232,71747,35921,35826
1296,금천구 독산3동,20233,71504,35842,35662
1297,금천구 독산3동,20234,71030,35603,35427
1298,금천구 독산3동,20241,70536,35380,35156
1299,금천구 독산3동,20242,70063,35221,34842
1300,금천구 독산4동,20221,45307,22693,22614
1301,금천구 독산4동,20222,45310,22790,22520
1302,금천구 독산4동,20223,45022,22637,22385
1303,금천구 독산4동,20224,44714,22477,22237
1304,금천구 독산4동,20231,44594,22406,22188
1305,금천구 독산4동,20232,44416,22315,22101
1306,금천구 독산4동,20233,44147,22129,22018
1307,금천구 독산4동,20234,43742,21915,21827
1308,금천구 독산4동,20241,43424,21747,21677
1309,금천구 독산4동,20242,43229,21659,21570
1310,금천구 시흥1동,20221,98211,48805,49406
1311,금천구 시흥1동,20222,98177,48689,49488
1312,금천구 시흥1동,20223,98037,48692,49345
1313,금천구 시흥1동,20224,97442,48550,48892
1314,금천구 시흥1동,20231,97090,48383,48707
1315,금천구 시흥1동,20232,96955,48237,48718
1316,금천구 시흥1동,20233,96816,48122,48694
1317,금천구 시흥1동,20234,96447,47917,48530
1318,금천구 시흥1동,20241,96148,47756,48392
1319,금천구 시흥1동,20242,95610,47395,48215
1320,금천구 시흥2동,20221,63462,30502,32960
1321,금천구 시흥2동,20222,62969,30232,32737
1322,금천구 시흥2동,20223,62518,29917,32601
1323,금천구 시흥2동,20224,62256,29811,32445
1324,금천구 시흥2동,20231,62062,29661,32401
1325,금천구 시흥2동,20232,61899,29581,32318
1326,금천구 시흥2동,20233,61794,29528,32266
1327,금천구 시흥2동,20234,61743,29494,32249
1328,금천구 시흥2동,20241,61371,29385,31986
1329,금천구 시흥2동,20242,61107,29239,31868
1330,금천구 시흥3동,20221,32280,16029,16251
1331,금천구 시흥3동,20222,32192,15957,16235
1332,금천구 시흥3동,20223,32077,15865,16212
1333,금천구 시흥3동,20224,31728,15708,16020
1334,금천구 시흥3동,20231,31446,15567,15879
1335,금천구 시흥3동,20232,31238,15446,15792
1336,금천구 시흥3동,20233,30992,15317,15675
1337,금천구 시흥3동,20234,30727,15172,15555
1338,금천구 시흥3동,20241,30735,15211,15524
1339,금천구 시흥3동,20242,30668,15140,15528
1340,금천구 시흥4동,20221,60717,30031,30686
1341,금천구 시흥4동,20222,60834,30084,30750
1342,금천구 시흥4동,20223,60590,29998,30592
1343,금천구 시흥4동,20224,60054,29729,30325
1344,금천구 시흥4동,20231,59682,29534,30148
1345,금천구 시흥4동,20232,59360,29353,30007
1346,금천구 시흥4동,20233,58983,29183,29800
1347,금천구 시흥4동,20234,58426,28884,29542
1348,금천구 시흥4동,20241,57775,28581,29194
1349,금천구 시흥4동,20242,57310,28333,28977
1350,금천구 시흥5동,20221,57298,28670,28628
1351,금천구 시흥5동,20222,57158,28683,28475
1352,금천구 시흥5동,20223,56845,28565,28280
1353,금천구 시흥5동,20224,56280,28226,28054
1354,금천구 시흥5동,20231,55913,28057,27856
1355,금천구 시흥5동,20232,55468,27795,27673
1356,금천구 시흥5동,20233,54950,27513,27437
1357,금천구 시흥5동,20234,54634,27328,27306
1358,금천구 시흥5동,20241,54254,27064,27190
1359,금천구 시흥5동,20242,53840,26821,27019
1360,노원구 공릉1동,20221,110097,53548,56549
1361,노원구 공릉1동,20222,109953,53414,56539
1362,노원구 공릉1동,20223,109984,53459,56525
1363,노원구 공릉1동,20224,109532,53188,56344
1364,노원구 공릉1동,20231,109221,53030,56191
1365,노원구 공릉1동,20232,108816,52725,56091
1366,노원구 공릉1동,20233,108452,52533,55919
1367,노원구 공릉1동,20234,108016,52236,55780
1368,노원구 공릉1동,20241,107948,52182,55766
1369,노원구 공릉1동,20242,107750,52058,55692
1370,노원구 공릉2동,20221,124532,60698,63834
1371,노원구 공릉2동,20222,125473,61075,64398
1372,노원구 공릉2동,20223,125571,61157,64414
1373,노원구 공릉2동,20224,125519,61224,64295
1374,노원구 공릉2동,20231,125362,61162,64200
1375,노원구 공릉2동,20232,125260,60967,64293
1376,노원구 공릉2동,20233,124779,60688,64091
1377,노원구 공릉2동,20234,124689,60618,64071
1378,노원구 공릉2동,20241,124283,60442,63841
1379,노원구 공릉2동,20242,124322,60287,64035
1380,노원구 상계10동,20221,55804,25850,29954
1381,노원구 상계10동,20222,55455,25664,29791
1382,노원구 상계10동,20223,55341,25615,29726
1383,노원구 상계10동,20224,55231,25496,29735
1384,노원구 상계10동,20231,55018,25333,29685
1385,노원구 상계10동,20232,54854,25281,29573
1386,노원구 상계10동,20233,54646,25179,29467
1387,노원구 상계10동,20234,54694,25144,29550
1388,노원구 상계10동,20241,54398,24983,29415
1389,노원구 상계10동,20242,54230,24906,29324
1390,노원구 상계1동,20221,113840,55072,58768
1391,노원구 상계1동,20222,113550,54904,58646
1392,노원구 상계1동,20223,113517,54830,58687
1393,노원구 상계1동,20224,113181,54719,58462
1394,노원구 상계1동,20231,112795,54482,58313
1395,노원구 상계1동,20232,112151,54050,58101
1396,노원구 상계1동,20233,111527,53642,57885
1397,노원구 상계1동,20234,110727,53199,57528
1398,노원구 상계1동,20241,110279,52933,57346
1399,노원구 상계1동,20242,110020,52772,57248
1400,노원구 상계2동,20221,59752,29501,30251
1401,노원구 상계2동,20222,59442,29285,30157
1402,노원구 상계2동,20223,59045,29051,29994
1403,노원구 상계2동,20224,58555,28778,29777
1404,노원구 상계2동,20231,58409,28732,29677
1405,노원구 상계2동,20232,58251,28671,29580
1406,노원구 상계2동,20233,57831,28491,29340
1407,노원구 상계2동,20234,57398,28299,29099
1408,노원구 상계2동,20241,57264,28245,29019
1409,노원구 상계2동,20242,57085,28112,28973
1410,노원구 상계3.4동,20221,77992,38819,39173
1411,노원구 상계3.4동,20222,77428,38548,38880
1412,노원구 상계3.4동,20223,76745,38231,38514
1413,노원구 상계3.4동,20224,75913,37838,38075
1414,노원구 상계3.4동,20231,75364,37613,37751
1415,노원구 상계3.4동,20232,75073,37438,37635
1416,노원구 상계3.4동,20233,80482,40075,40407
1417,노원구 상계3.4동,20234,82467,41030,41437
1418,노원구 상계3.4동,20241,82273,40913,41360
1419,노원구 상계3.4동,20242,82061,40766,41295
1420,노원구 상계5동,20221,71567,34697,36870
1421,노원구 상계5동,20222,71188,34472,36716
1422,노원구 상계5동,20223,71060,34468,36592
1423,노원구 상계5동,20224,70864,34361,36503
1424,노원구 상계5동,20231,70479,34135,36344
1425,노원구 상계5동,20232,70065,33969,36096
1426,노원구 상계5동,20233,69449,33672,35777
1427,노원구 상계5동,20234,69124,33539,35585
1428,노원구 상계5동,20241,68860,33383,35477
1429,노원구 상계5동,20242,68527,33260,35267
1430,노원구 상계6.7동,20221,97503,45027,52476
1431,노원구 상계6.7동,20222,96956,44785,52171
1432,노원구 상계6.7동,20223,96491,44528,51963
1433,노원구 상계6.7동,20224,95842,44256,51586
1434,노원구 상계6.7동,20231,95714,44207,51507
1435,노원구 상계6.7동,20232,95460,44065,51395
1436,노원구 상계6.7동,20233,94853,43726,51127
1437,노원구 상계6.7동,20234,94348,43477,50871
1438,노원구 상계6.7동,20241,94037,43337,50700
1439,노원구 상계6.7동,20242,93676,43146,50530
1440,노원구 상계8동,20221,67356,32250,35106
1441,노원구 상계8동,20222,67244,32123,35121
1442,노원구 상계8동,20223,67220,32121,35099
1443,노원구 상계8동,20224,67009,31970,35039
1444,노원구 상계8동,20231,66654,31774,34880
1445,노원구 상계8동,20232,66263,31636,34627
1446,노원구 상계8동,20233,65680,31374,34306
1447,노원구 상계8동,20234,65655,31252,34403
1448,노원구 상계8동,20241,65140,30984,34156
1449,노원구 상계8동,20242,64971,30887,34084
1450,노원구 상계9동,20221,61028,28789,32239
1451,노원구 상계9동,20222,60673,28587,32086
1452,노원구 상계9동,20223,60384,28378,32006
1453,노원구 상계9동,20224,59971,28118,31853
1454,노원구 상계9동,20231,59760,27966,31794
1455,노원구 상계9동,20232,59552,27890,31662
1456,노원구 상계9동,20233,59214,27733,31481
1457,노원구 상계9동,20234,58995,27635,31360
1458,노원구 상계9동,20241,58767,27542,31225
1459,노원구 상계9동,20242,58471,27380,31091
1460,노원구 월계1동,20221,64655,33423,31232
1461,노원구 월계1동,20222,64118,33126,30992
1462,노원구 월계1동,20223,63393,32714,30679
1463,노원구 월계1동,20224,62826,32379,30447
1464,노원구 월계1동,20231,62666,32230,30436
1465,노원구 월계1동,20232,62463,32064,30399
1466,노원구 월계1동,20233,62168,31819,30349
1467,노원구 월계1동,20234,61762,31661,30101
1468,노원구 월계1동,20241,61459,31573,29886
1469,노원구 월계1동,20242,61248,31480,29768
1470,노원구 월계2동,20221,79411,38200,41211
1471,노원구 월계2동,20222,78836,37894,40942
1472,노원구 월계2동,20223,78242,37608,40634
1473,노원구 월계2동,20224,77890,37474,40416
1474,노원구 월계2동,20231,77789,37412,40377
1475,노원구 월계2동,20232,77575,37251,40324
1476,노원구 월계2동,20233,77014,36978,40036
1477,노원구 월계2동,20234,76634,36771,39863
1478,노원구 월계2동,20241,76320,36601,39719
1479,노원구 월계2동,20242,76230,36556,39674
1480,노원구 월계3동,20221,89216,42554,46662
1481,노원구 월계3동,20222,88749,42358,46391
1482,노원구 월계3동,20223,88358,42155,46203
1483,노원구 월계3동,20224,87752,41893,45859
1484,노원구 월계3동,20231,87329,41764,45565
1485,노원구 월계3동,20232,86976,41614,45362
1486,노원구 월계3동,20233,86511,41363,45148
1487,노원구 월계3동,20234,86209,41267,44942
1488,노원구 월계3동,20241,85773,41003,44770
1489,노원구 월계3동,20242,85584,40869,44715
1490,노원구 중계1동,20221,80067,38949,41118
1491,노원구 중계1동,20222,79549,38729,40820
1492,노원구 중계1동,20223,79426,38688,40738
1493,노원구 중계1동,20224,79467,38738,40729
1494,노원구 중계1동,20231,79332,38669,40663
1495,노원구 중계1동,20232,79205,38666,40539
1496,노원구 중계1동,20233,79001,38556,40445
1497,노원구 중계1동,20234,79030,38570,40460
1498,노원구 중계1동,20241,78948,38499,40449
1499,노원구 중계1동,20242,78775,38408,40367
1500,노원구 중계2.3동,20221,101962,46766,55196
1501,노원구 중계2.3동,20222,101452,46552,54900
1502,노원구 중계2.3동,20223,100882,46265,54617
1503,노원구 중계2.3동,20224,100227,45875,54352
1504,노원구 중계2.3동,20231,99622,45591,54031
1505,노원구 중계2.3동,20232,99025,45338,53687
1506,노원구 중계2.3동,20233,98301,44925,53376
1507,노원구 중계2.3동,20234,97655,44568,53087
1508,노원구 중계2.3동,20241,97095,44255,52840
1509,노원구 중계2.3동,20242,96531,43898,52633
1510,노원구 중계4동,20221,59535,28616,30919
1511,노원구 중계4동,20222,59082,28398,30684
1512,노원구 중계4동,20223,58828,28238,30590
1513,노원구 중계4동,20224,58573,28112,30461
1514,노원구 중계4동,20231,58328,27997,30331
1515,노원구 중계4동,20232,58150,27854,30296
1516,노원구 중계4동,20233,57601,27598,30003
1517,노원구 중계4동,20234,57443,27501,29942
1518,노원구 중계4동,20241,57370,27476,29894
1519,노원구 중계4동,20242,57151,27395,29756
1520,노원구 중계본동,20221,71617,34834,36783
1521,노원구 중계본동,20222,71158,34634,36524
1522,노원구 중계본동,20223,70752,34410,36342
1523,노원구 중계본동,20224,70388,34226,36162
1524,노원구 중계본동,20231,70004,34025,35979
1525,노원구 중계본동,20232,69440,33716,35724
1526,노원구 중계본동,20233,69263,33604,35659
1527,노원구 중계본동,20234,69224,33555,35669
1528,노원구 중계본동,20241,69054,33452,35602
1529,노원구 중계본동,20242,68615,33249,35366
1530,노원구 하계1동,20221,80305,38460,41845
1531,노원구 하계1동,20222,81071,38850,42221
1532,노원구 하계1동,20223,79902,38268,41634
1533,노원구 하계1동,20224,79805,38206,41599
1534,노원구 하계1동,20231,79760,38201,41559
1535,노원구 하계1동,20232,80387,38550,41837
1536,노원구 하계1동,20233,79122,37897,41225
1537,노원구 하계1동,20234,78702,37694,41008
1538,노원구 하계1동,20241,78323,37447,40876
1539,노원구 하계1동,20242,78799,37754,41045
1540,노원구 하계2동,20221,65579,31250,34329
1541,노원구 하계2동,20222,65214,31018,34196
1542,노원구 하계2동,20223,65013,30867,34146
1543,노원구 하계2동,20224,64856,30754,34102
1544,노원구 하계2동,20231,64564,30646,33918
1545,노원구 하계2동,20232,64213,30488,33725
1546,노원구 하계2동,20233,64097,30444,33653
1547,노원구 하계2동,20234,63970,30396,33574
1548,노원구 하계2동,20241,63807,30355,33452
1549,노원구 하계2동,20242,63390,30136,33254
1550,도봉구 도봉1동,20221,62948,31758,31190
1551,도봉구 도봉1동,20222,62500,31440,31060
1552,도봉구 도봉1동,20223,62062,31106,30956
1553,도봉구 도봉1동,20224,61457,30767,30690
1554,도봉구 도봉1동,20231,61262,30647,30615
1555,도봉구 도봉1동,20232,60877,30455,30422
1556,도봉구 도봉1동,20233,60476,30275,30201
1557,도봉구 도봉1동,20234,60272,30093,30179
1558,도봉구 도봉1동,20241,59868,29885,29983
1559,도봉구 도봉1동,20242,59594,29741,29853
1560,도봉구 도봉2동,20221,80133,39124,41009
1561,도봉구 도봉2동,20222,79628,38901,40727
1562,도봉구 도봉2동,20223,79029,38642,40387
1563,도봉구 도봉2동,20224,78709,38513,40196
1564,도봉구 도봉2동,20231,78389,38322,40067
1565,도봉구 도봉2동,20232,78129,38201,39928
1566,도봉구 도봉2동,20233,77726,37965,39761
1567,도봉구 도봉2동,20234,77887,38013,39874
1568,도봉구 도봉2동,20241,78099,38141,39958
1569,도봉구 도봉2동,20242,78276,38281,39995
1570,도봉구 방학1동,20221,85924,42697,43227
1571,도봉구 방학1동,20222,85588,42523,43065
1572,도봉구 방학1동,20223,85109,42265,42844
1573,도봉구 방학1동,20224,84694,42021,42673
1574,도봉구 방학1동,20231,84364,41847,42517
1575,도봉구 방학1동,20232,84006,41604,42402
1576,도봉구 방학1동,20233,83501,41331,42170
1577,도봉구 방학1동,20234,83245,41218,42027
1578,도봉구 방학1동,20241,82964,41039,41925
1579,도봉구 방학1동,20242,82461,40768,41693
1580,도봉구 방학2동,20221,58806,29712,29094
1581,도봉구 방학2동,20222,58315,29495,28820
1582,도봉구 방학2동,20223,57876,29267,28609
1583,도봉구 방학2동,20224,57586,29074,28512
1584,도봉구 방학2동,20231,57120,28856,28264
1585,도봉구 방학2동,20232,56656,28653,28003
1586,도봉구 방학2동,20233,56224,28432,27792
1587,도봉구 방학2동,20234,55771,28175,27596
1588,도봉구 방학2동,20241,55462,28007,27455
1589,도봉구 방학2동,20242,54958,27710,27248
1590,도봉구 방학3동,20221,80856,39226,41630
1591,도봉구 방학3동,20222,80372,38984,41388
1592,도봉구 방학3동,20223,79949,38760,41189
1593,도봉구 방학3동,20224,79387,38437,40950
1594,도봉구 방학3동,20231,79248,38367,40881
1595,도봉구 방학3동,20232,79023,38256,40767
1596,도봉구 방학3동,20233,78658,38071,40587
1597,도봉구 방학3동,20234,78351,37905,40446
1598,도봉구 방학3동,20241,78096,37753,40343
1599,도봉구 방학3동,20242,77895,37636,40259
1600,도봉구 쌍문1동,20221,64070,30817,33253
1601,도봉구 쌍문1동,20222,63685,30644,33041
1602,도봉구 쌍문1동,20223,63559,30532,33027
1603,도봉구 쌍문1동,20224,63038,30248,32790
1604,도봉구 쌍문1동,20231,62874,30152,32722
1605,도봉구 쌍문1동,20232,62664,29988,32676
1606,도봉구 쌍문1동,20233,62236,29747,32489
1607,도봉구 쌍문1동,20234,62004,29598,32406
1608,도봉구 쌍문1동,20241,61887,29501,32386
1609,도봉구 쌍문1동,20242,61929,29413,32516
1610,도봉구 쌍문2동,20221,56073,26770,29303
1611,도봉구 쌍문2동,20222,55968,26619,29349
1612,도봉구 쌍문2동,20223,55627,26474,29153
